# Wordlist



# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO
2092	Beijing	stone	82	石头	0a	452	stone	5956	石头
2093	Wenzhou	stone	82	石头	0a	452	stone	5956	石头
2094	Taibei	stone	82	tsioh33 thau13石頭	0a	452	stone	5956	石头
2095	Wuhan	stone	82	石头	0a	452	stone	5956	石头
2096	Taiyuan	stone	82	石头	0a	452	stone	5956	石头
2097	Yuci	stone	82	石头蛋	0ab	451	stone	5956	石头蛋
2098	Changsha	stone	82	石头	0a	452	stone	5956	石头
2099	Shuangfeng	stone	82	石头	0a	452	stone	5956	石头
#
4705	Guangzhou	straight	177	直	0	1296	straight	5982	直
4706	Suzhou	straight	177	直	0	1296	straight	5982	直
4707	Meixian	straight	177	直	0	1296	straight	5982	直
4708	Nanchang	straight	177	直	0	1296	straight	5982	直
4709	Fuzhou	straight	177	直	0	1296	straight	5982	直
4710	Ningxia	straight	177	直	0	1296	straight	5982	直
4711	Lianchang	straight	177	直	0	1296	straight	5982	直
4712	Ningbo	straight	177	直	0	1296	straight	5982	直
4713	Yingshan	straight	177	直	0	1296	straight	5982	直
4714	Chengdu	straight	177	直	0	1296	straight	5982	直
4715	Zhanping	straight	177	直	0	1296	straight	5982	直
4716	Shanghai	straight	177	直	0	1296	straight	5982	直
4717	Shanghai_B	straight	177	直	0	1296	straight	5982	直
4718	Xiamen	straight	177	直	0	1296	straight	5982	直
4719	Anyi	straight	177	直	0	1296	straight	5982	直
4720	Beijing	straight	177	直	0	1296	straight	5982	直
4721	Wenzhou	straight	177	直	0	1296	straight	5982	直
4722	Taibei	straight	177	tit33直	0	1296	straight	5982	直
4723	Wuhan	straight	177	直	0	1296	straight	5982	直
4724	Taiyuan	straight	177	直	0	1296	straight	5982	直
4725	Yuci	straight	177	直	0	1296	straight	5982	直
4726	Changsha	straight	177	直	0	1296	straight	5982	直
4727	Shuangfeng	straight	177	直	0	1296	straight	5982	直
#
4728	Guangzhou	suck	178	吮	1	1305	suck (V)	6074	吮
4729	Suzhou	suck	178	呼	12	1307	suck (V)	6074	呼
4730	Suzhou	suck	178	吸	0	1306	suck (V)	6074	吸
4731	Meixian	suck	178	吮	1	1305	suck (V)	6074	吮
4732	Nanchang	suck	178	吸(tþit5)、[tþyt5]	0	1306	suck (V)	6074	吸
4733	Fuzhou	suck	178	吮	1	1305	suck (V)	6074	吮
4734	Ningxia	suck	178	吸	0	1306	suck (V)	6074	吸
4735	Lianchang	suck	178	[]tsiu35	2	1304	suck (V)	6074	嘬
4736	Ningbo	suck	178	口最	2	1304	suck (V)	6074	嘬
4737	Yingshan	suck	178	嗍	10	1308	suck (V)	6074	嗍
4738	Chengdu	suck	178	吸	0	1306	suck (V)	6074	吸
4739	Zhanping	suck	178	tsun6	9	1297	suck (V)	6074	tsun6
4740	Zhanping	suck	178	嗍：读suu5	3	1303	suck (V)	6074	嗍
4741	Shanghai	suck	178	*嘬[tsuo?]	2	1304	suck (V)	6074	嘬
4742	Shanghai_B	suck	178	*嘬[tsuo?]	2	1304	suck (V)	6074	嘬
4743	Xiamen	suck	178	嗍	3	1303	suck (V)	6074	嗍
4744	Anyi	suck	178	卒欠	8	1298	suck (V)	6074	卒欠
4745	Beijing	suck	178	嘬	2	1304	suck (V)	6074	嘬
4746	Wenzhou	suck	178	吮	1	1305	suck (V)	6074	吮
4747	Wenzhou	suck	178	卒-欠[tþy7]	7	1299	suck (V)	6074	卒-欠[tþy7]
4748	Taibei	suck	178	suh32嗽	6	1300	suck (V)	6074	suh32嗽
4749	Wuhan	suck	178	吃	5	1301	suck (V)	6074	吃
4750	Wuhan	suck	178	吸	0	1306	suck (V)	6074	吸
4751	Taiyuan	suck	178	吸	0	1306	suck (V)	6074	吸
4752	Yuci	suck	178	吸	0	1306	suck (V)	6074	吸
4753	Changsha	suck	178	吮	1	1305	suck (V)	6074	吮
4754	Shuangfeng	suck	178	津*	4	1302	suck (V)	6074	津*
#
2100	Guangzhou	sun	83	热头	0a	461	sun	6101	热头
2101	Guangzhou	sun	83	日头	2a	464	sun	6101	热头
2102	Suzhou	sun	83	太阳	1	459	sun	6101	太阳
2103	Meixian	sun	83	日头	0a	461	sun	6101	热头
2104	Meixian	sun	83	热头	2a	464	sun	6101	热头
2105	Nanchang	sun	83	日头	0a	461	sun	6101	热头
2106	Fuzhou	sun	83	日头	0a	461	sun	6101	热头
2107	Ningxia	sun	83	太阳、日头	0a	461	sun	6101	热头
2108	Lianchang	sun	83	日头	0a	461	sun	6101	热头
2109	Ningbo	sun	83	太阳	c1	463	sun	6101	太阳
2110	Yingshan	sun	83	日头	0a	461	sun	6101	热头
2111	Chengdu	sun	83	太阳	c1	463	sun	6101	太阳
2112	Zhanping	sun	83	日（头）	0	462	sun	6101	日
2113	Zhanping	sun	83	日（头）	0a	461	sun	6101	热头
2114	Shanghai	sun	83	太阳	c1	463	sun	6101	太阳
2115	Shanghai_B	sun	83	太阳	c1	463	sun	6101	太阳
2116	Xiamen	sun	83	日	0	462	sun	6101	日
2117	Xiamen	sun	83	日头	0a	461	sun	6101	热头
2118	Anyi	sun	83	日头	0a	461	sun	6101	热头
2119	Beijing	sun	83	太阳	c1	463	sun	6101	太阳
2120	Wenzhou	sun	83	太阳	c1	463	sun	6101	太阳
2121	Wenzhou	sun	83	太阳佛	c1f	460	sun	6101	太阳佛
2122	Wenzhou	sun	83	热头	3a	457	sun	6101	热头
2123	Taibei	sun	83	dzit33 thau13日頭	0a	461	sun	6101	热头
2124	Wuhan	sun	83	太阳	0a	461	sun	6101	热头
2125	Wuhan	sun	83	日头	c1	463	sun	6101	太阳
2126	Taiyuan	sun	83	阳婆[爷]	1d	456	sun	6101	阳婆
2127	Taiyuan	sun	83	阳婆[爷]	1de	458	sun	6101	阳婆[爷]
2128	Taiyuan	sun	83	太阳	c1	463	sun	6101	太阳
2129	Yuci	sun	83	阳婆	1d	456	sun	6101	阳婆
2130	Changsha	sun	83	太阳	0a	461	sun	6101	热头
2131	Changsha	sun	83	日头	c1	463	sun	6101	太阳
2132	Shuangfeng	sun	83	日头	0a	461	sun	6101	热头
2133	Shuangfeng	sun	83	太阳	c1	463	sun	6101	太阳
#
4755	Guangzhou	swell	179	肿	0	1310	swell (V)	6155	肿
4756	Suzhou	swell	179	Úh£	1	1309	swell (V)	6155	Úh£
4757	Meixian	swell	179	肿	0	1310	swell (V)	6155	肿
4758	Nanchang	swell	179	肿	0	1310	swell (V)	6155	肿
4759	Fuzhou	swell	179	肿	0	1310	swell (V)	6155	肿
4760	Ningxia	swell	179	肿	0	1310	swell (V)	6155	肿
4761	Lianchang	swell	179	肿	0	1310	swell (V)	6155	肿
4762	Ningbo	swell	179	肿	0	1310	swell (V)	6155	肿
4763	Yingshan	swell	179	肿	0	1310	swell (V)	6155	肿
4764	Chengdu	swell	179	肿	0	1310	swell (V)	6155	肿
4765	Zhanping	swell	179	肿	0	1310	swell (V)	6155	肿
4766	Shanghai	swell	179	肿	0	1310	swell (V)	6155	肿
4767	Shanghai_B	swell	179	肿	0	1310	swell (V)	6155	肿
4768	Xiamen	swell	179	肿	0	1310	swell (V)	6155	肿
4769	Anyi	swell	179	肿	0	1310	swell (V)	6155	肿
4770	Beijing	swell	179	肿	0	1310	swell (V)	6155	肿
4771	Wenzhou	swell	179	肿	0	1310	swell (V)	6155	肿
4772	Taibei	swell	179	tsing53腫	0	1310	swell (V)	6155	肿
4773	Wuhan	swell	179	肿	0	1310	swell (V)	6155	肿
4774	Taiyuan	swell	179	肿	0	1310	swell (V)	6155	肿
4775	Yuci	swell	179	肿	0	1310	swell (V)	6155	肿
4776	Changsha	swell	179	肿	0	1310	swell (V)	6155	肿
4777	Shuangfeng	swell	179	肿	0	1310	swell (V)	6155	肿
#
2134	Guangzhou	swim	84	游水	3	470	swim (V)	6160	游水
2135	Suzhou	swim	84	游水	3	470	swim (V)	6160	游水
2136	Meixian	swim	84	泅水，洗身[]	6	468	swim (V)	6160	泅水
2137	Nanchang	swim	84	玩水	12	476	swim (V)	6160	玩水
2138	Nanchang	swim	84	洗澡	13	475	swim (V)	6160	洗澡
2139	Fuzhou	swim	84	泅水	6	468	swim (V)	6160	泅水
2140	Fuzhou	swim	84	洗水	8	467	swim (V)	6160	洗水
2141	Ningxia	swim	84	耍水	9	466	swim (V)	6160	耍水
2142	Lianchang	swim	84	泅[如果是抽象的行为，叫“洗凉”[sai3tia2]，如果是指水里的动作，叫“泅”[siau2]]	4	469	swim (V)	6160	siu13泅
2143	Ningbo	swim	84	游泳	2	471	swim (V)	6160	游泳
2144	Yingshan	swim	84	抹汗	14	474	swim (V)	6160	抹汗
2145	Chengdu	swim	84	游泳	2	471	swim (V)	6160	游泳
2146	Zhanping	swim	84	泅水	6	468	swim (V)	6160	泅水
2147	Zhanping	swim	84	洗浴仔	15	473	swim (V)	6160	洗浴仔
2148	Shanghai	swim	84	游泳	2	471	swim (V)	6160	游泳
2149	Shanghai_B	swim	84	游泳	2	471	swim (V)	6160	游泳
2150	Xiamen	swim	84	泅水	6	468	swim (V)	6160	泅水
2151	Anyi	swim	84	划水	11	477	swim (V)	6160	划水
2152	Beijing	swim	84	凫水儿，游泳	2	471	swim (V)	6160	游泳
2153	Wenzhou	swim	84	泅河儿	6	468	swim (V)	6160	泅水
2154	Taibei	swim	84	siu13泅	4	469	swim (V)	6160	siu13泅
2155	Wuhan	swim	84	游泳	2	471	swim (V)	6160	游泳
2156	Wuhan	swim	84	游水	3	470	swim (V)	6160	游水
2157	Wuhan	swim	84	泅水	5[4->5]	479	swim (V)	6160	泅水
2158	Wuhan	swim	84	玩水	玩水	465	swim (V)	6160	玩水
2159	Taiyuan	swim	84	耍水	9	466	swim (V)	6160	耍水
2160	Taiyuan	swim	84	游泳	2	471	swim (V)	6160	游泳
2161	Yuci	swim	84	耍水	9	466	swim (V)	6160	耍水
2162	Yuci	swim	84	护水	10	478	swim (V)	6160	护水
2163	Changsha	swim	84	洗冷水澡	1	472	swim (V)	6160	洗冷水澡
2164	Changsha	swim	84	游泳	2	471	swim (V)	6160	游泳
2165	Shuangfeng	swim	84	洗冷水澡	1	472	swim (V)	6160	洗冷水澡
#
2166	Guangzhou	tail	85	尾	0	483	tail	6182	尾
2167	Suzhou	tail	85	尾巴	0a	480	tail	6182	尾報
2168	Meixian	tail	85	尾	0	483	tail	6182	尾
2169	Nanchang	tail	85	尾巴	0a	480	tail	6182	尾報
2170	Fuzhou	tail	85	尾	0	483	tail	6182	尾
2171	Ningxia	tail	85	尾巴	0a	480	tail	6182	尾報
2172	Lianchang	tail	85	尾	0	483	tail	6182	尾
2173	Ningbo	tail	85	mi35po55	0a	480	tail	6182	尾報
2174	Yingshan	tail	85	尾巴	0a	480	tail	6182	尾報
2175	Chengdu	tail	85	尾	0	483	tail	6182	尾
2176	Zhanping	tail	85	尾	0	483	tail	6182	尾
2177	Shanghai	tail	85	尾巴	0a	480	tail	6182	尾報
2178	Shanghai_B	tail	85	尾巴	0a	480	tail	6182	尾報
2179	Xiamen	tail	85	尾	0	483	tail	6182	尾
2180	Xiamen	tail	85	尾溜	0b	481	tail	6182	尾溜
2181	Anyi	tail	85	尾報	0a	480	tail	6182	尾報
2182	Beijing	tail	85	尾巴	0a	480	tail	6182	尾報
2183	Wenzhou	tail	85	尾巴	0a	480	tail	6182	尾報
2184	Wenzhou	tail	85	尾巴儿	0ac	482	tail	6182	尾巴儿
2185	Taibei	tail	85	bue53尾	0	483	tail	6182	尾
2186	Wuhan	tail	85	尾巴	0a	480	tail	6182	尾報
2187	Taiyuan	tail	85	尾巴	0a	480	tail	6182	尾報
2188	Yuci	tail	85	尾巴	0a	480	tail	6182	尾報
2189	Changsha	tail	85	尾巴	0a	480	tail	6182	尾報
2190	Shuangfeng	tail	85	尾巴	0a	480	tail	6182	尾報
#
2191	Guangzhou	that	86	個*个	7a	484	that	6292	個*个
2192	Suzhou	that	86	归个，ger个	8a	485	that	6292	归个，ger个
2193	Meixian	that	86	ke53个	10a	497	that	6292	ke53个
2194	Nanchang	that	86	[]he213	11	498	that	6292	[]he213
2195	Fuzhou	that	86	[]xi31只	12	502	that	6292	[]xi31只
2196	Fuzhou	that	86	[]xi31[]bi?5	13	496	that	6292	[]xi31[]bi?5
2197	Ningxia	that	86	那	3	489	that	6292	那
2198	Ningxia	that	86	着no+44	14	495	that	6292	着no+44
2199	Lianchang	that	86	□个[kuee6kuee5]	15a	499	that	6292	□个[kuee6kuee5]
2200	Ningbo	that	86	ke5?mi11	16	494	that	6292	ke5?mi11
2201	Yingshan	that	86	那	3	489	that	6292	那
2202	Chengdu	that	86	那（个）	3	489	that	6292	那
2203	Chengdu	that	86	那（个）	3a	501	that	6292	那个
2204	Zhanping	that	86	hm5	17	493	that	6292	hm5
2205	Zhanping	that	86	冥*：读me~2	18	500	that	6292	冥*：读me~2
2206	Shanghai	that	86	伊	2	490	that	6292	伊
2207	Shanghai_B	that	86	伊	2	490	that	6292	伊
2208	Xiamen	that	86	许	4	488	that	6292	许
2209	Anyi	that	86	许个	4a	492	that	6292	许个
2210	Beijing	that	86	那个	3a	501	that	6292	那个
2211	Wenzhou	that	86	许个	4a	492	that	6292	许个
2212	Wuhan	that	86	那个	3a	501	that	6292	那个
2213	Taiyuan	that	86	兀个	5a	487	that	6292	兀个
2214	Taiyuan	that	86	那个	3a	501	that	6292	那个
2215	Yuci	that	86	兀个	5a	487	that	6292	兀个
2216	Yuci	that	86	那个	3a	501	that	6292	那个
2217	Changsha	that	86	那个	3a	501	that	6292	那个
2218	Changsha	that	86	那只	3b	486	that	6292	那只
2219	Shuangfeng	that	86	喏只	6b	491	that	6292	喏只
#
4778	Guangzhou	there	180	個*度*	5i	1317	there	6300	個*度*
4779	Guangzhou	there	180	個*处*	5j	1316	there	6300	個*处*
4780	Suzhou	there	180	归*搭	6k	1336	there	6300	归*搭
4781	Suzhou	there	180	弯*搭	7k	1321	there	6300	弯*搭
4782	Meixian	there	180	[][]ke+53子	8	1330	there	6300	[][]ke+53子
4783	Nanchang	there	180	[]里he+213	9	1329	there	6300	[]里he+213
4784	Fuzhou	there	180	[][]xuai31ne#31	10	1343	there	6300	[][]xuai31ne#31
4785	Fuzhou	there	180	[]xu31块	11	1342	there	6300	[]xu31块
4786	Fuzhou	there	180	[]xi31块	12	1341	there	6300	[]xi31块
4787	Ningxia	there	180	那里	1a	1320	there	6300	那里
4788	Ningxia	there	180	no+44 ni	13	1340	there	6300	no+44 ni
4789	Lianchang	there	180	□角[kuee6kau7]	14	1339	there	6300	□角[kuee6kau7]
4790	Ningbo	there	180	ke?5mi11	15	1338	there	6300	ke?5mi11
4791	Yingshan	there	180	那场*儿	1cb	1334	there	6300	那场*儿
4792	Chengdu	there	180	那儿	1b	1319	there	6300	那儿
4793	Zhanping	there	180	hm5落	16m	1313	there	6300	hm5落
4794	Zhanping	there	180	冥*落	17m	1331	there	6300	冥*落
4795	Zhanping	there	180	liang3落	18m	1311	there	6300	liang3落
4796	Zhanping	there	180	giang3落	19m	1328	there	6300	giang3落
4797	Shanghai	there	180	e55mi31te=	20	1325	there	6300	e55mi31te=
4798	Shanghai_B	there	180	e55mi31te=	21	1326	there	6300	e55mi31te=
4799	Xiamen	there	180	[]hia24	22	1323	there	6300	[]hia24
4800	Xiamen	there	180	[]hit42位	23	1324	there	6300	[]hit42位
4801	Xiamen	there	180	[]hit42块	24	1344	there	6300	[]hit42块
4802	Anyi	there	180	许里	4a	1337	there	6300	许里
4803	Anyi	there	180	许嘚	4h	1335	there	6300	许嘚
4804	Beijing	there	180	那儿[合*儿]	1b	1319	there	6300	那儿
4805	Beijing	there	180	那儿[合*儿]	1bd	1312	there	6300	那儿[合*儿]
4806	Beijing	there	180	那合*儿	1d	1318	there	6300	那合*儿
4807	Wenzhou	there	180	旁担*	25	1322	there	6300	旁担*
4808	Taibei	there	180	hia44許?	26?	1314	there	6300	hia44許?
4809	Wuhan	there	180	那里	1a	1320	there	6300	那里
4810	Wuhan	there	180	那块[些*]	1e	1332	there	6300	那块[些*]
4811	Wuhan	there	180	那块[些*]	1ef	1333	there	6300	那块[些*]
4812	Taiyuan	there	180	兀里	2a	1345	there	6300	兀里
4813	Taiyuan	there	180	那里	1a	1320	there	6300	那里
4814	Yuci	there	180	兀里	2a	1345	there	6300	兀里
4815	Yuci	there	180	那里	1a	1320	there	6300	那里
4816	Changsha	there	180	那里	1a	1320	there	6300	那里
4817	Changsha	there	180	那块子	1fg	1315	there	6300	那块子
4818	Shuangfeng	there	180	喏里	3a	1327	there	6300	喏里
#
4819	Guangzhou	they	181	佢哋	4g	1353	they	6302	佢哋
4820	Suzhou	they	181	俚笃*	5h	1347	they	6302	俚笃*
4821	Suzhou	they	181	唔笃*	6h	1352	they	6302	唔笃*
4822	Meixian	they	181	佢登*人	4i	1349	they	6302	佢登*人
4823	Nanchang	they	181	佢[ko]里	4j	1350	they	6302	佢[ko]里
4824	Nanchang	they	181	佢们	4a	1354	they	6302	佢们
4825	Fuzhou	they	181	伊各人	3e	1358	they	6302	伊各人
4826	Ningxia	they	181	他都、别都	2b	1360	they	6302	他哩
4827	Lianchang	they	181	佢侪	4k	1351	they	6302	佢侪
4828	Ningbo	they	181	dzji11la55	8	1346	they	6302	dzji11la55
4829	Yingshan	they	181	他们	2a	1363	they	6302	他们
4830	Chengdu	they	181	他们	2a	1363	they	6302	他们
4831	Zhanping	they	181	伊侬	3c	1362	they	6302	伊侬
4832	Shanghai	they	181	伊拉	3d	1359	they	6302	伊拉
4833	Shanghai_B	they	181	伊拉	3d	1359	they	6302	伊拉
4834	Xiamen	they	181	人-因	10	1357	they	6302	人-因
4835	Anyi	they	181	渠侪	9k	1348	they	6302	渠侪
4836	Beijing	they	181	他们	2a	1363	they	6302	他们
4837	Wenzhou	they	181	佢倈	4f	1361	they	6302	佢倈
4838	Taibei	they	181	in33?	11	1356	they	6302	in33?
4839	Wuhan	they	181	他们	2a	1363	they	6302	他们
4840	Wuhan	they	181	他们家	2ab	1355	they	6302	他们家
4841	Taiyuan	they	181	他们	2a	1363	they	6302	他们
4842	Yuci	they	181	他们	2a	1363	they	6302	他们
4843	Changsha	they	181	他们	2a	1363	they	6302	他们
4844	Shuangfeng	they	181	他哩	2b	1360	they	6302	他哩
#
4845	Guangzhou	thick	182	厚	0	1365	thick	6303	厚
4846	Suzhou	thick	182	厚	0	1365	thick	6303	厚
4847	Meixian	thick	182	笨[严考证]	1	1364	thick	6303	笨[严考证]
4848	Nanchang	thick	182	厚	0	1365	thick	6303	厚
4849	Fuzhou	thick	182	厚	0	1365	thick	6303	厚
4850	Ningxia	thick	182	厚	0	1365	thick	6303	厚
4851	Lianchang	thick	182	厚	0	1365	thick	6303	厚
4852	Ningbo	thick	182	厚	0	1365	thick	6303	厚
4853	Yingshan	thick	182	厚	0	1365	thick	6303	厚
4854	Chengdu	thick	182	厚	0	1365	thick	6303	厚
4855	Zhanping	thick	182	厚	0	1365	thick	6303	厚
4856	Shanghai	thick	182	厚	0	1365	thick	6303	厚
4857	Shanghai_B	thick	182	厚	0	1365	thick	6303	厚
4858	Xiamen	thick	182	厚	0	1365	thick	6303	厚
4859	Anyi	thick	182	厚	0	1365	thick	6303	厚
4860	Beijing	thick	182	厚	0	1365	thick	6303	厚
4861	Wenzhou	thick	182	厚	0	1365	thick	6303	厚
4862	Taibei	thick	182	kau33厚	0	1365	thick	6303	厚
4863	Wuhan	thick	182	厚	0	1365	thick	6303	厚
4864	Taiyuan	thick	182	厚	0	1365	thick	6303	厚
4865	Yuci	thick	182	厚	0	1365	thick	6303	厚
4866	Changsha	thick	182	厚	0	1365	thick	6303	厚
4867	Shuangfeng	thick	182	厚	0	1365	thick	6303	厚
#
4868	Guangzhou	thin	183	薄	0	1367	thin	6318	薄
4869	Suzhou	thin	183	薄	0	1367	thin	6318	薄
4870	Meixian	thin	183	薄	0	1367	thin	6318	薄
4871	Nanchang	thin	183	薄	0	1367	thin	6318	薄
4872	Fuzhou	thin	183	薄	0	1367	thin	6318	薄
4873	Ningxia	thin	183	薄	0	1367	thin	6318	薄
4874	Lianchang	thin	183	薄	0	1367	thin	6318	薄
4875	Ningbo	thin	183	薄	0	1367	thin	6318	薄
4876	Yingshan	thin	183	薄	0	1367	thin	6318	薄
4877	Chengdu	thin	183	薄	0	1367	thin	6318	薄
4878	Zhanping	thin	183	薄	0	1367	thin	6318	薄
4879	Shanghai	thin	183	薄	0	1367	thin	6318	薄
4880	Shanghai_B	thin	183	薄	0	1367	thin	6318	薄
4881	Xiamen	thin	183	薄	0	1367	thin	6318	薄
4882	Anyi	thin	183	薄	0	1367	thin	6318	薄
4883	Beijing	thin	183	薄	0	1367	thin	6318	薄
4884	Wenzhou	thin	183	薄	0	1367	thin	6318	薄
4885	Taibei	thin	183	poh33薄	0	1367	thin	6318	薄
4886	Wuhan	thin	183	薄	0	1367	thin	6318	薄
4887	Wuhan	thin	183	枵	1	1366	thin	6318	枵
4888	Taiyuan	thin	183	薄	0	1367	thin	6318	薄
4889	Yuci	thin	183	薄	0	1367	thin	6318	薄
4890	Changsha	thin	183	薄	0	1367	thin	6318	薄
4891	Shuangfeng	thin	183	薄	0	1367	thin	6318	薄
#
4892	Guangzhou	think	184	谂	2	1372	think (V)	6321	谂
4893	Guangzhou	think	184	想	1	1373	think (V)	6321	想
4894	Suzhou	think	184	想	1	1373	think (V)	6321	想
4895	Meixian	think	184	想	1	1373	think (V)	6321	想
4896	Meixian	think	184	缅	6	1368	think (V)	6321	缅
4897	Nanchang	think	184	想	1	1373	think (V)	6321	想
4898	Fuzhou	think	184	想	1	1373	think (V)	6321	想
4899	Ningxia	think	184	想	1	1373	think (V)	6321	想
4900	Lianchang	think	184	[]meng51	5	1369	think (V)	6321	[]meng51
4901	Ningbo	think	184	忖	3	1371	think (V)	6321	忖
4902	Yingshan	think	184	想	1	1373	think (V)	6321	想
4903	Chengdu	think	184	想	1	1373	think (V)	6321	想
4904	Zhanping	think	184	想	1	1373	think (V)	6321	想
4905	Shanghai	think	184	想	1	1373	think (V)	6321	想
4906	Shanghai_B	think	184	想	1	1373	think (V)	6321	想
4907	Xiamen	think	184	想	1	1373	think (V)	6321	想
4908	Anyi	think	184	想	1	1373	think (V)	6321	想
4909	Beijing	think	184	想	1	1373	think (V)	6321	想
4910	Beijing	think	184	琢磨	4	1370	think (V)	6321	琢磨
4911	Wenzhou	think	184	想	1	1373	think (V)	6321	想
4912	Wenzhou	think	184	忖	3	1371	think (V)	6321	忖
4913	Taibei	think	184	siuN33想	1	1373	think (V)	6321	想
4914	Wuhan	think	184	想	1	1373	think (V)	6321	想
4915	Taiyuan	think	184	想	1	1373	think (V)	6321	想
4916	Yuci	think	184	想	1	1373	think (V)	6321	想
4917	Changsha	think	184	想	1	1373	think (V)	6321	想
4918	Shuangfeng	think	184	想	1	1373	think (V)	6321	想
#
2220	Guangzhou	this	87	尔个(壮语借词？）	19a	511	this	6327	尔个(壮语借词？）
2221	Suzhou	this	87	该个	18a	510	this	6327	该个
2222	Suzhou	this	87	哀个	17a	506	this	6327	哀个
2223	Suzhou	this	87	ger个	16a	505	this	6327	e31个
2224	Meixian	this	87	e31个	16a	505	this	6327	e31个
2225	Nanchang	this	87	[]ko213	15	513	this	6327	[]ko213
2226	Fuzhou	this	87	只*只	14	514	this	6327	只*只
2227	Fuzhou	this	87	只*[]bi?4	13	515	this	6327	ke5?
2228	Ningxia	this	87	这	2	512	this	6327	这
2229	Lianchang	this	87	这	2	512	this	6327	这
2230	Ningbo	this	87	ke5?	13	515	this	6327	ke5?
2231	Yingshan	this	87	nie53	12	516	this	6327	nie53
2232	Chengdu	this	87	这（个）	2	512	this	6327	这
2233	Chengdu	this	87	这（个）	2a	521	this	6327	这个
2234	Zhanping	this	87	许	11	517	this	6327	许
2235	Shanghai	this	87	ge	10	518	this	6327	ge
2236	Shanghai_B	this	87	ge	10	518	this	6327	ge
2237	Xiamen	this	87	即	9	507	this	6327	即
2238	Anyi	this	87	[]ko+3个	8a	504	this	6327	[]ko+3个
2239	Beijing	this	87	这个	2a	521	this	6327	这个
2240	Wenzhou	this	87	居个	7a	503	this	6327	居个
2241	Wenzhou	this	87	个个	6a	509	this	6327	个个
2242	Taibei	this	87	tsit32 e13者?	5	508	this	6327	tsit32 e13者?
2243	Wuhan	this	87	这个	2a	521	this	6327	这个
2244	Taiyuan	this	87	这个	2a	521	this	6327	这个
2245	Yuci	this	87	这个	2a	521	this	6327	这个
2246	Changsha	this	87	ko个	4a	519	this	6327	ko个
2247	Shuangfeng	this	87	咯只	3b	520	this	6327	咯只
#
4919	Guangzhou	three	185	三	0	1374	three	6340	三
4920	Suzhou	three	185	三	0	1374	three	6340	三
4921	Meixian	three	185	三	0	1374	three	6340	三
4922	Nanchang	three	185	三	0	1374	three	6340	三
4923	Fuzhou	three	185	三	0	1374	three	6340	三
4924	Ningxia	three	185	三	0	1374	three	6340	三
4925	Lianchang	three	185	三	0	1374	three	6340	三
4926	Ningbo	three	185	三	0	1374	three	6340	三
4927	Yingshan	three	185	三	0	1374	three	6340	三
4928	Chengdu	three	185	三	0	1374	three	6340	三
4929	Zhanping	three	185	三	0	1374	three	6340	三
4930	Shanghai	three	185	三	0	1374	three	6340	三
4931	Shanghai_B	three	185	三	0	1374	three	6340	三
4932	Xiamen	three	185	三	0	1374	three	6340	三
4933	Anyi	three	185	三	0	1374	three	6340	三
4934	Beijing	three	185	三	0	1374	three	6340	三
4935	Wenzhou	three	185	三	0	1374	three	6340	三
4936	Taibei	three	185	saN三	0	1374	three	6340	三
4937	Wuhan	three	185	三	0	1374	three	6340	三
4938	Taiyuan	three	185	三	0	1374	three	6340	三
4939	Yuci	three	185	三	0	1374	three	6340	三
4940	Changsha	three	185	三	0	1374	three	6340	三
4941	Shuangfeng	three	185	三	0	1374	three	6340	三
#
4942	Guangzhou	throw	186	掟	30	1394	throw (V)	6352	掟
4943	Guangzhou	throw	186	抌	28	1375	throw (V)	6352	抌
4944	Guangzhou	throw	186	掉	29	1376	throw (V)	6352	掉
4945	Suzhou	throw	186	厾	27	1378	throw (V)	6352	厾
4946	Suzhou	throw	186	真*	26	1377	throw (V)	6352	真*
4947	Meixian	throw	186	[]fit11	25	1380	throw (V)	6352	[]fit11
4948	Nanchang	throw	186	抛	2	1392	throw (V)	6352	抛
4949	Nanchang	throw	186	[]tiang45	24	1379	throw (V)	6352	[]tiang45
4950	Fuzhou	throw	186	[]ke#?4	23	1382	throw (V)	6352	[]ke#?4
4951	Ningxia	throw	186	phio+44	22	1381	throw (V)	6352	phio+44
4952	Lianchang	throw	186	[]fi35	21	1384	throw (V)	6352	[]fi35
4953	Ningbo	throw	186	a~55ty11	20	1383	throw (V)	6352	a~55ty11
4954	Yingshan	throw	186	繞*	19	1403	throw (V)	6352	繞*
4955	Chengdu	throw	186	甩	18	1404	throw (V)	6352	甩
4956	Zhanping	throw	186	ka?8	17	1395	throw (V)	6352	ka?8
4957	Shanghai	throw	186	*丢[do?]	1	1393	throw (V)	6352	丢
4958	Shanghai_B	throw	186	gwe+13	16	1396	throw (V)	6352	gwe+13
4959	Xiamen	throw	186	献*	15	1397	throw (V)	6352	献*
4960	Anyi	throw	186	[]tiang5	14	1398	throw (V)	6352	[]tiang5
4961	Beijing	throw	186	扔	13	1399	throw (V)	6352	扔
4962	Wenzhou	throw	186	掼[ga6]	12	1400	throw (V)	6352	掼[ga6]
4963	Wenzhou	throw	186	手-穴[cjiai7]	11	1401	throw (V)	6352	手-穴[cjiai7]
4964	Taibei	throw	186	hiN31?	10	1402	throw (V)	6352	hiN31?
4965	Wuhan	throw	186	丢	1	1393	throw (V)	6352	丢
