# Wordlist



# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO
2766	Meixian	breathe	107	sot5	2	681	breathe (V)	690	嗍
2767	Meixian	breathe	107	嘬	3	680	breathe (V)	690	嘬
2768	Nanchang	breathe	107	吸	4	679	breathe (V)	690	吸
2769	Fuzhou	breathe	107	吸	4	679	breathe (V)	690	吸
2770	Fuzhou	breathe	107	嗍	2	681	breathe (V)	690	嗍
2771	Ningxia	breathe	107	吸气	4	679	breathe (V)	690	吸
2772	Lianchang	breathe	107	[]siu35	7	676	breathe (V)	690	[]siu35
2773	Ningbo	breathe	107	呼吸	6	677	breathe (V)	690	呼吸
2774	Yingshan	breathe	107	嗍	2	681	breathe (V)	690	嗍
2775	Chengdu	breathe	107	吸气	4	679	breathe (V)	690	吸
2776	Zhanping	breathe	107	喘气	8	675	breathe (V)	690	喘气
2777	Shanghai	breathe	107	呼吸	6	677	breathe (V)	690	呼吸
2778	Shanghai_B	breathe	107	呼吸	6	677	breathe (V)	690	呼吸
2779	Xiamen	breathe	107	喘气	8	675	breathe (V)	690	喘气
2780	Xiamen	breathe	107	SNG?55；嗍[指猛地吸气]	9	674	breathe (V)	690	SNG?55；嗍[指猛地吸气]
2781	Anyi	breathe	107	吸气	4	679	breathe (V)	690	吸
2782	Anyi	breathe	107	透氣	10	683	breathe (V)	690	透氣
2783	Beijing	breathe	107	吸	4	679	breathe (V)	690	吸
2784	Wenzhou	breathe	107	吸	4	679	breathe (V)	690	吸
2785	Taibei	breathe	107	tshuan53 khui53 喘氣	8	675	breathe (V)	690	喘气
2786	Wuhan	breathe	107	吸	4	679	breathe (V)	690	吸
2787	Wuhan	breathe	107	呵	1	682	breathe (V)	690	呵
2788	Wuhan	breathe	107	嗍	2	681	breathe (V)	690	嗍
2789	Taiyuan	breathe	107	吸	4	679	breathe (V)	690	吸
2790	Yuci	breathe	107	吸	4	679	breathe (V)	690	吸
2791	Changsha	breathe	107	吸	4	679	breathe (V)	690	吸
2792	Changsha	breathe	107	嗍	2	681	breathe (V)	690	嗍
2793	Shuangfeng	breathe	107	呵	1	682	breathe (V)	690	呵
2794	Shuangfeng	breathe	107	嗍	2	681	breathe (V)	690	嗍
#
278	Guangzhou	burn	12	烧	1	65	burn (V)	793	烧
279	Suzhou	burn	12	烧	1	65	burn (V)	793	烧
280	Meixian	burn	12	烧	1	65	burn (V)	793	烧
281	Nanchang	burn	12	烧	1	65	burn (V)	793	烧
282	Fuzhou	burn	12	烧	1	65	burn (V)	793	烧
283	Ningxia	burn	12	烧	1	65	burn (V)	793	烧
284	Lianchang	burn	12	烧	1	65	burn (V)	793	烧
285	Ningbo	burn	12	烧	1	65	burn (V)	793	烧
286	Yingshan	burn	12	烧	1	65	burn (V)	793	烧
287	Chengdu	burn	12	烧	1	65	burn (V)	793	烧
288	Zhanping	burn	12	烧	1	65	burn (V)	793	烧
289	Shanghai	burn	12	烧	1	65	burn (V)	793	烧
290	Shanghai_B	burn	12	烧	1	65	burn (V)	793	烧
291	Xiamen	burn	12	烧	1	65	burn (V)	793	烧
292	Xiamen	burn	12	热	3	63	burn (V)	793	热
293	Anyi	burn	12	烧	1	65	burn (V)	793	烧
294	Beijing	burn	12	烧	1	65	burn (V)	793	烧
295	Beijing	burn	12	着	2	64	burn (V)	793	着
296	Wenzhou	burn	12	烧	1	65	burn (V)	793	烧
297	Taibei	burn	12	sio44燒	1	65	burn (V)	793	烧
298	Wuhan	burn	12	烧	1	65	burn (V)	793	烧
299	Taiyuan	burn	12	烧	1	65	burn (V)	793	烧
300	Yuci	burn	12	烧	1	65	burn (V)	793	烧
301	Changsha	burn	12	烧	1	65	burn (V)	793	烧
302	Shuangfeng	burn	12	烧	1	65	burn (V)	793	烧
#
2795	Guangzhou	child	108	细蚊*仔	17	694	child	980	细蚊*仔
2796	Suzhou	child	108	小干*	16	695	child	980	小干*
2797	Meixian	child	108	细人子	2a	704	child	980	细人子
2798	Nanchang	child	108	细人子	2a	704	child	980	细人子
2799	Nanchang	child	108	细伢子	11a	699	child	980	细伢子
2800	Fuzhou	child	108	伲囝	4	690	child	980	伲囝
2801	Fuzhou	child	108	伲囝哥	5c	688	child	980	伲囝哥
2802	Ningxia	child	108	娃娃	6d	686	child	980	娃娃
2803	Lianchang	child	108	细人	2	692	child	980	细人
2804	Ningbo	child	108	小人	1	693	child	980	小人
2805	Yingshan	child	108	[小]伢	8	687	child	980	[小]伢
2806	Chengdu	child	108	娃儿	6e	684	child	980	娃儿
2807	Zhanping	child	108	婴仔	7	703	child	980	婴仔
2808	Zhanping	child	108	囝仔	3	691	child	980	囝仔
2809	Shanghai	child	108	小人	1	693	child	980	小人
2810	Shanghai_B	child	108	小人	1	693	child	980	小人
2811	Xiamen	child	108	囝仔	3	691	child	980	囝仔
2812	Anyi	child	108	细人嘚	2b	689	child	980	细人嘚
2813	Beijing	child	108	小孩儿	12e	702	child	980	小孩儿
2814	Wenzhou	child	108	细儿	13	698	child	980	细儿
2815	Wenzhou	child	108	妹	14	697	child	980	妹
2816	Taibei	child	108	gin53 a53 囝囝	15	696	child	980	gin53 a53 囝囝
2817	Wuhan	child	108	[小]伢	8	687	child	980	[小]伢
2818	Taiyuan	child	108	[小]娃娃	6d	686	child	980	娃娃
2819	Taiyuan	child	108	[小]娃娃	a6d	685	child	980	[小]娃娃
2820	Yuci	child	108	[小]娃娃	6d	686	child	980	娃娃
2821	Yuci	child	108	[小]娃娃	a6d	685	child	980	[小]娃娃
2822	Changsha	child	108	细伢子	9	701	child	980	细伢子
2823	Shuangfeng	child	108	细人基*	10	700	child	980	细人基*
#
303	Guangzhou	claw	13	爪	0	75	claw	1030	爪
304	Suzhou	claw	13	脚爪	{10}	71	claw	1030	脚爪
305	Meixian	claw	13	脚爪	{10}	71	claw	1030	脚爪
306	Nanchang	claw	13	爪子	0a	73	claw	1030	爪仔
307	Nanchang	claw	13	脚爪子	{10}a	69	claw	1030	脚爪子
308	Fuzhou	claw	13	骹	4	68	claw	1030	骹
309	Ningxia	claw	13	爪子	0a	73	claw	1030	爪仔
310	Lianchang	claw	13	脚指爪	{130}	66	claw	1030	脚指爪
311	Ningbo	claw	13	爪	0	75	claw	1030	爪
312	Yingshan	claw	13	爪子	0a	73	claw	1030	爪仔
313	Chengdu	claw	13	爪	0	75	claw	1030	爪
314	Zhanping	claw	13	gio3	2	70	claw	1030	gio3
315	Shanghai	claw	13	脚爪	{10}	71	claw	1030	脚爪
316	Shanghai_B	claw	13	脚爪	{10}	71	claw	1030	脚爪
317	Xiamen	claw	13	爪仔	0a	73	claw	1030	爪仔
318	Anyi	claw	13	脚爪	{10}	71	claw	1030	脚爪
319	Beijing	claw	13	爪子	0a	73	claw	1030	爪仔
320	Beijing	claw	13	爪儿	0c	67	claw	1030	爪儿
321	Wenzhou	claw	13	[脚]爪	{(1)0}	72	claw	1030	[脚]爪
322	Wenzhou	claw	13	[脚]爪	{10}	71	claw	1030	脚爪
323	Taibei	claw	13	dziau53爪	0	75	claw	1030	爪
324	Wuhan	claw	13	爪子	0a	73	claw	1030	爪仔
325	Taiyuan	claw	13	爪子	0a	73	claw	1030	爪仔
326	Taiyuan	claw	13	爪爪	0b	74	claw	1030	爪爪
327	Yuci	claw	13	爪子	0a	73	claw	1030	爪仔
328	Yuci	claw	13	爪爪	0b	74	claw	1030	爪爪
329	Changsha	claw	13	爪子	0a	73	claw	1030	爪仔
330	Shuangfeng	claw	13	爪子	0a	73	claw	1030	爪仔
#
331	Guangzhou	cloud	14	云	0	77	cloud	1077	云
332	Suzhou	cloud	14	云	0	77	cloud	1077	云
333	Meixian	cloud	14	云	0	77	cloud	1077	云
334	Nanchang	cloud	14	云	0	77	cloud	1077	云
335	Fuzhou	cloud	14	云	0	77	cloud	1077	云
336	Ningxia	cloud	14	云	0	77	cloud	1077	云
337	Lianchang	cloud	14	云	0	77	cloud	1077	云
338	Ningbo	cloud	14	云彩	0a	76	cloud	1077	云彩
339	Yingshan	cloud	14	云彩	0a	76	cloud	1077	云彩
340	Chengdu	cloud	14	云彩	0a	76	cloud	1077	云彩
341	Zhanping	cloud	14	云	0	77	cloud	1077	云
342	Shanghai	cloud	14	云	0	77	cloud	1077	云
343	Shanghai_B	cloud	14	云	0	77	cloud	1077	云
344	Xiamen	cloud	14	云	0	77	cloud	1077	云
345	Anyi	cloud	14	雲	0	77	cloud	1077	云
346	Beijing	cloud	14	云彩	0a	76	cloud	1077	云彩
347	Wenzhou	cloud	14	云	0	77	cloud	1077	云
348	Taibei	cloud	14	hun13雲	0	77	cloud	1077	云
349	Wuhan	cloud	14	云	0	77	cloud	1077	云
350	Taiyuan	cloud	14	云[彩]	0a	76	cloud	1077	云彩
351	Yuci	cloud	14	云彩	0a	76	cloud	1077	云彩
352	Changsha	cloud	14	云	0	77	cloud	1077	云
353	Shuangfeng	cloud	14	云	0	77	cloud	1077	云
#
354	Guangzhou	cold	15	冻	3	78	cold	1118	冻
355	Guangzhou	cold	15	冷	1	80	cold	1118	冷
356	Suzhou	cold	15	冷	1	80	cold	1118	冷
357	Meixian	cold	15	冷	1	80	cold	1118	冷
358	Nanchang	cold	15	冷	1	80	cold	1118	冷
359	Fuzhou	cold	15	清	2	79	cold	1118	清
360	Fuzhou	cold	15	冻（天气）	3	78	cold	1118	冻
361	Ningxia	cold	15	冻	3	78	cold	1118	冻
362	Lianchang	cold	15	冷	1	80	cold	1118	冷
363	Ningbo	cold	15	冷	1	80	cold	1118	冷
364	Yingshan	cold	15	冷	1	80	cold	1118	冷
365	Chengdu	cold	15	冷	1	80	cold	1118	冷
366	Zhanping	cold	15	冷	1	80	cold	1118	冷
367	Zhanping	cold	15	寒：“冷lin3”多指食物性冷。	0	81	cold	1118	寒
368	Shanghai	cold	15	冷	1	80	cold	1118	冷
369	Shanghai_B	cold	15	冷	1	80	cold	1118	冷
370	Xiamen	cold	15	冷	1	80	cold	1118	冷
371	Xiamen	cold	15	寒	0	81	cold	1118	寒
372	Anyi	cold	15	冷	1	80	cold	1118	冷
373	Anyi	cold	15	寒	0	81	cold	1118	寒
374	Beijing	cold	15	冷	1	80	cold	1118	冷
375	Wenzhou	cold	15	冷	1	80	cold	1118	冷
376	Taibei	cold	15	ling53冷，kuaN13寒	1	80	cold	1118	冷
377	Wuhan	cold	15	冷	1	80	cold	1118	冷
378	Taiyuan	cold	15	冷	1	80	cold	1118	冷
379	Yuci	cold	15	冷	1	80	cold	1118	冷
380	Changsha	cold	15	冷	1	80	cold	1118	冷
381	Changsha	cold	15	清	2	79	cold	1118	清
382	Shuangfeng	cold	15	冷	1	80	cold	1118	冷
383	Shuangfeng	cold	15	清（很冷）	2	79	cold	1118	清
#
384	Guangzhou	come	16	来	0	83	come (V)	1136	来
385	Guangzhou	come	16	嚟	1	82	come (V)	1136	嚟
386	Suzhou	come	16	来	0	83	come (V)	1136	来
387	Meixian	come	16	来	0	83	come (V)	1136	来
388	Nanchang	come	16	来	0	83	come (V)	1136	来
389	Fuzhou	come	16	来	0	83	come (V)	1136	来
390	Ningxia	come	16	来	0	83	come (V)	1136	来
391	Lianchang	come	16	来	0	83	come (V)	1136	来
392	Ningbo	come	16	来	0	83	come (V)	1136	来
393	Yingshan	come	16	来	0	83	come (V)	1136	来
394	Chengdu	come	16	来	0	83	come (V)	1136	来
395	Zhanping	come	16	来	0	83	come (V)	1136	来
396	Shanghai	come	16	来	0	83	come (V)	1136	来
397	Shanghai_B	come	16	来	0	83	come (V)	1136	来
398	Xiamen	come	16	来	0	83	come (V)	1136	来
399	Anyi	come	16	来	0	83	come (V)	1136	来
400	Beijing	come	16	来	0	83	come (V)	1136	来
401	Wenzhou	come	16	来	0	83	come (V)	1136	来
402	Taibei	come	16	lai13來	0	83	come (V)	1136	来
403	Wuhan	come	16	来	0	83	come (V)	1136	来
404	Taiyuan	come	16	来	0	83	come (V)	1136	来
405	Yuci	come	16	来	0	83	come (V)	1136	来
406	Changsha	come	16	来	0	83	come (V)	1136	来
407	Shuangfeng	come	16	来	0	83	come (V)	1136	来
#
4128	Guangzhou	correct	155	口-岩	5	1154	right	5090	口-岩
4129	Suzhou	correct	155	对	1	1158	right	5090	对
4130	Meixian	correct	155	着	2	1157	right	5090	着
4131	Meixian	correct	155	口-岩	3	1156	right	5090	口-岩
4132	Nanchang	correct	155	对	1	1158	right	5090	对
4133	Fuzhou	correct	155	着	2	1157	right	5090	着
4134	Fuzhou	correct	155	毛郑	4	1155	right	5090	毛郑
4135	Ningxia	correct	155	对	1	1158	right	5090	对
4136	Lianchang	correct	155	着	2	1157	right	5090	着
4137	Ningbo	correct	155	对	1	1158	right	5090	对
4138	Yingshan	correct	155	是	0	1159	right	5090	是
4139	Chengdu	correct	155	对	1	1158	right	5090	对
4140	Zhanping	correct	155	着	2	1157	right	5090	着
4141	Shanghai	correct	155	对	1	1158	right	5090	对
4142	Shanghai_B	correct	155	对	1	1158	right	5090	对
4143	Xiamen	correct	155	着	2	1157	right	5090	着
4144	Anyi	correct	155	对	1	1158	right	5090	对
4145	Beijing	correct	155	对	1	1158	right	5090	对
4146	Wenzhou	correct	155	对	1	1158	right	5090	对
4147	Wenzhou	correct	155	是	0	1159	right	5090	是
4148	Taibei	correct	155	tioh33著	2	1157	right	5090	着
4149	Wuhan	correct	155	对	1	1158	right	5090	对
4150	Taiyuan	correct	155	对	1	1158	right	5090	对
4151	Yuci	correct	155	对	1	1158	right	5090	对
4152	Changsha	correct	155	对	1	1158	right	5090	对
4153	Shuangfeng	correct	155	对	1	1158	right	5090	对
4154	Shuangfeng	correct	155	是	0	1159	right	5090	是
#
2824	Guangzhou	count	109	数	0	707	count (V)	1317	数
2825	Suzhou	count	109	点	2	705	count (V)	1317	点
2826	Meixian	count	109	点	2	705	count (V)	1317	点
2827	Meixian	count	109	算	1	706	count (V)	1317	算
2828	Nanchang	count	109	算	1	706	count (V)	1317	算
2829	Fuzhou	count	109	数	0	707	count (V)	1317	数
2830	Ningxia	count	109	数	0	707	count (V)	1317	数
2831	Lianchang	count	109	算	1	706	count (V)	1317	算
2832	Ningbo	count	109	数	0	707	count (V)	1317	数
2833	Yingshan	count	109	数	0	707	count (V)	1317	数
2834	Chengdu	count	109	数	0	707	count (V)	1317	数
2835	Zhanping	count	109	算	1	706	count (V)	1317	算
2836	Shanghai	count	109	数	0	707	count (V)	1317	数
2837	Shanghai_B	count	109	数	0	707	count (V)	1317	数
2838	Xiamen	count	109	数	0	707	count (V)	1317	数
2839	Anyi	count	109	数	0	707	count (V)	1317	数
2840	Beijing	count	109	数	0	707	count (V)	1317	数
2841	Wenzhou	count	109	数	0	707	count (V)	1317	数
2842	Taibei	count	109	sng31算	1	706	count (V)	1317	算
2843	Wuhan	count	109	数	0	707	count (V)	1317	数
2844	Taiyuan	count	109	数数	0	707	count (V)	1317	数
2845	Yuci	count	109	数数	0	707	count (V)	1317	数
2846	Changsha	count	109	数	0	707	count (V)	1317	数
2847	Shuangfeng	count	109	数	0	707	count (V)	1317	数
#
2848	Guangzhou	cut	110	斩	2	715	cut (V)	1465	斬
2849	Suzhou	cut	110	劓	11	718	cut (V)	1465	劓
2850	Meixian	cut	110	斩	2	715	cut (V)	1465	斬
2851	Meixian	cut	110	斫	7	710	cut (V)	1465	斲
2852	Nanchang	cut	110	砍	1	716	cut (V)	1465	砍
2853	Nanchang	cut	110	剁	3	714	cut (V)	1465	剁
2854	Fuzhou	cut	110	剉	5	712	cut (V)	1465	剉
2855	Fuzhou	cut	110	铡	10	719	cut (V)	1465	铡
2856	Ningxia	cut	110	砍	1	716	cut (V)	1465	砍
2857	Lianchang	cut	110	刿	9	708	cut (V)	1465	刿
2858	Ningbo	cut	110	劈	4	713	cut (V)	1465	劈
2859	Yingshan	cut	110	砍	1	716	cut (V)	1465	砍
2860	Chengdu	cut	110	砍	1	716	cut (V)	1465	砍
2861	Zhanping	cut	110	tsien3：与“剪”同音	8	709	cut (V)	1465	tsien3：与“剪”同音
2862	Shanghai	cut	110	劈?	4	713	cut (V)	1465	劈
2863	Shanghai_B	cut	110	劈?	4	713	cut (V)	1465	劈
2864	Xiamen	cut	110	[]tsam33	1	716	cut (V)	1465	砍
2865	Xiamen	cut	110	砍	2	715	cut (V)	1465	斬
2866	Xiamen	cut	110	tai~51	12	717	cut (V)	1465	tai~51
2867	Anyi	cut	110	砍	1	716	cut (V)	1465	砍
2868	Anyi	cut	110	斬	2	715	cut (V)	1465	斬
2869	Anyi	cut	110	斲	7	710	cut (V)	1465	斲
2870	Beijing	cut	110	砍	1	716	cut (V)	1465	砍
2871	Wenzhou	cut	110	剉	5	712	cut (V)	1465	剉
2872	Wenzhou	cut	110	剁	3	714	cut (V)	1465	剁
2873	Taibei	cut	110	tsho31剉	5	712	cut (V)	1465	剉
2874	Taibei	cut	110	莝	6	711	cut (V)	1465	莝
2875	Wuhan	cut	110	砍	1	716	cut (V)	1465	砍
2876	Wuhan	cut	110	剁	3	714	cut (V)	1465	剁
2877	Taiyuan	cut	110	砍	1	716	cut (V)	1465	砍
2878	Yuci	cut	110	砍	1	716	cut (V)	1465	砍
2879	Changsha	cut	110	砍	1	716	cut (V)	1465	砍
2880	Changsha	cut	110	剁	3	714	cut (V)	1465	剁
2881	Shuangfeng	cut	110	剁	3	714	cut (V)	1465	剁
2882	Shuangfeng	cut	110	砍	1	716	cut (V)	1465	砍
#
2883	Guangzhou	day	111	日子	1a	723	day	1515	日子
2884	Suzhou	day	111	日脚	1b	722	day	1515	日脚
2885	Meixian	day	111	日	1	720	day	1515	日
2886	Nanchang	day	111	日子	1a	723	day	1515	日子
2887	Fuzhou	day	111	日	1	720	day	1515	日
2888	Ningxia	day	111	天	0	724	day	1515	天
2889	Lianchang	day	111	日	1	720	day	1515	日
2890	Ningbo	day	111	日	1	720	day	1515	日
2891	Yingshan	day	111	天	0	724	day	1515	天
2892	Chengdu	day	111	天	0	724	day	1515	天
2893	Zhanping	day	111	日子	1a	723	day	1515	日子
2894	Zhanping	day	111	工*	2	721	day	1515	工*
2895	Shanghai	day	111	日	1	720	day	1515	日
2896	Shanghai_B	day	111	日	1	720	day	1515	日
2897	Xiamen	day	111	日子	1a	723	day	1515	日子
2898	Anyi	day	111	日	1	720	day	1515	日
2899	Beijing	day	111	日子	1a	723	day	1515	日子
2900	Wenzhou	day	111	日子	1a	723	day	1515	日子
2901	Wenzhou	day	111	日	1	720	day	1515	日
2902	Taibei	day	111	kang44工	2	721	day	1515	工*
2903	Taibei	day	111	dzit日	1	720	day	1515	日
2904	Wuhan	day	111	日子	1a	723	day	1515	日子
2905	Taiyuan	day	111	日子	1a	723	day	1515	日子
2906	Yuci	day	111	日子	1a	723	day	1515	日子
2907	Changsha	day	111	日子	1a	723	day	1515	日子
2908	Shuangfeng	day	111	日子	1a	723	day	1515	日子
#
408	Guangzhou	die	17	死	0	84	die (V)	1655	死
409	Suzhou	die	17	死	0	84	die (V)	1655	死
410	Meixian	die	17	死	0	84	die (V)	1655	死
411	Nanchang	die	17	死	0	84	die (V)	1655	死
412	Fuzhou	die	17	死	0	84	die (V)	1655	死
413	Ningxia	die	17	死	0	84	die (V)	1655	死
414	Lianchang	die	17	死	0	84	die (V)	1655	死
415	Ningbo	die	17	死	0	84	die (V)	1655	死
416	Yingshan	die	17	死	0	84	die (V)	1655	死
417	Chengdu	die	17	死	0	84	die (V)	1655	死
418	Zhanping	die	17	死	0	84	die (V)	1655	死
419	Shanghai	die	17	死(xi)	0	84	die (V)	1655	死
420	Shanghai_B	die	17	死(xi)	0	84	die (V)	1655	死
421	Xiamen	die	17	死	0	84	die (V)	1655	死
422	Anyi	die	17	死	0	84	die (V)	1655	死
423	Beijing	die	17	死	0	84	die (V)	1655	死
424	Wenzhou	die	17	死	0	84	die (V)	1655	死
425	Taibei	die	17	si31死	0	84	die (V)	1655	死
426	Wuhan	die	17	死	0	84	die (V)	1655	死
427	Taiyuan	die	17	死	0	84	die (V)	1655	死
428	Yuci	die	17	死	0	84	die (V)	1655	死
429	Changsha	die	17	死	0	84	die (V)	1655	死
430	Shuangfeng	die	17	死	0	84	die (V)	1655	死
#
2909	Guangzhou	dig	112	挖	1	729	dig (V)	1667	挖
2910	Suzhou	dig	112	挖	1	729	dig (V)	1667	挖
2911	Meixian	dig	112	挖	1	729	dig (V)	1667	挖
2912	Nanchang	dig	112	挖	1	729	dig (V)	1667	挖
2913	Fuzhou	dig	112	挖	1	729	dig (V)	1667	挖
2914	Fuzhou	dig	112	娄-刀	3	727	dig (V)	1667	娄-刀
2915	Ningxia	dig	112	挖	1	729	dig (V)	1667	挖
2916	Lianchang	dig	112	挖	1	729	dig (V)	1667	挖
2917	Ningbo	dig	112	挖	1	729	dig (V)	1667	挖
2918	Yingshan	dig	112	挖	1	729	dig (V)	1667	挖
2919	Chengdu	dig	112	挖	1	729	dig (V)	1667	挖
2920	Zhanping	dig	112	iu3	5	725	dig (V)	1667	iu3
2921	Shanghai	dig	112	挖, 掘	1	729	dig (V)	1667	挖
2922	Shanghai_B	dig	112	挖, 掘	1	729	dig (V)	1667	挖
2923	Xiamen	dig	112	挖	1	729	dig (V)	1667	挖
2924	Xiamen	dig	112	手-乌	4	726	dig (V)	1667	手-乌
2925	Anyi	dig	112	挖	1	729	dig (V)	1667	挖
2926	Beijing	dig	112	挖	1	729	dig (V)	1667	挖
2927	Wenzhou	dig	112	娄-刀	3	727	dig (V)	1667	娄-刀
2928	Wuhan	dig	112	挖	1	729	dig (V)	1667	挖
2929	Taiyuan	dig	112	挖	1	729	dig (V)	1667	挖
2930	Yuci	dig	112	扣	2	728	dig (V)	1667	扣
2931	Changsha	dig	112	挖	1	729	dig (V)	1667	挖
2932	Shuangfeng	dig	112	挖	1	729	dig (V)	1667	挖
#
2933	Guangzhou	dirty	113	污糟	17	739	dirty	1697	污糟
2934	Guangzhou	dirty	113	邋遢	18	746	dirty	1697	邋遢
2935	Guangzhou	dirty	113	腌臜[-p]	2	737	dirty	1697	腌臢
2936	Suzhou	dirty	113	龌龊	1	738	dirty	1697	龌龊
2937	Meixian	dirty	113	屙糟	16	740	dirty	1697	屙糟
2938	Nanchang	dirty	113	腌臜[Na42 tsa]	2	737	dirty	1697	腌臢
2939	Fuzhou	dirty	113	拉渣	15	741	dirty	1697	拉渣
2940	Ningxia	dirty	113	脏	8	731	dirty	1697	脏
2941	Lianchang	dirty	113	腌臢	2	737	dirty	1697	腌臢
2942	Ningbo	dirty	113	*泥*腥	14	742	dirty	1697	*泥*腥
2943	Yingshan	dirty	113	lei55tei31	12	743	dirty	1697	lei55tei31
2944	Chengdu	dirty	113	脏	8	731	dirty	1697	脏
2945	Zhanping	dirty	113	la?8  sa?7	3	736	dirty	1697	流疡
2946	Shanghai	dirty	113	龌龊	1	738	dirty	1697	龌龊
2947	Shanghai_B	dirty	113	龌龊	1	738	dirty	1697	龌龊
2948	Xiamen	dirty	113	流疡	3	736	dirty	1697	流疡
2949	Anyi	dirty	113	腌臜	2	737	dirty	1697	腌臢
2950	Beijing	dirty	113	脏	8	731	dirty	1697	脏
2951	Wenzhou	dirty	113	鏖糟	11	744	dirty	1697	鏖糟
2952	Wenzhou	dirty	113	腌糟	10	745	dirty	1697	腌糟
2953	Taibei	dirty	113	lah32 sap32??	3	736	dirty	1697	流疡
2954	Wuhan	dirty	113	脏	8	731	dirty	1697	脏
2955	Wuhan	dirty	113	邋*瓜*	9	730	dirty	1697	邋*瓜*
2956	Taiyuan	dirty	113	日脏	6	733	dirty	1697	日脏
2957	Taiyuan	dirty	113	腌脏	7	732	dirty	1697	腌脏
2958	Yuci	dirty	113	日脏	6	733	dirty	1697	日脏
2959	Changsha	dirty	113	拿他	5	734	dirty	1697	拿他
2960	Shuangfeng	dirty	113	妈*糊*	4	735	dirty	1697	妈*糊*
#
431	Guangzhou	dog	18	狗	1	89	dog	1776	狗
432	Suzhou	dog	18	狗	1	89	dog	1776	狗
433	Meixian	dog	18	狗	1	89	dog	1776	狗
434	Nanchang	dog	18	狗	1	89	dog	1776	狗
435	Fuzhou	dog	18	犬	0	90	dog	1776	犬
436	Ningxia	dog	18	狗	1	89	dog	1776	狗
437	Lianchang	dog	18	狗	1	89	dog	1776	狗
438	Ningbo	dog	18	狗	1	89	dog	1776	狗
439	Yingshan	dog	18	狗子	1b	86	dog	1776	狗子
440	Yingshan	dog	18	狗娃儿	1c	85	dog	1776	狗娃儿
441	Chengdu	dog	18	狗	1	89	dog	1776	狗
442	Zhanping	dog	18	狗	1	89	dog	1776	狗
443	Shanghai	dog	18	狗	1	89	dog	1776	狗
444	Shanghai_B	dog	18	狗	1	89	dog	1776	狗
445	Xiamen	dog	18	狗	1	89	dog	1776	狗
446	Anyi	dog	18	狗	1	89	dog	1776	狗
447	Beijing	dog	18	狗	1	89	dog	1776	狗
448	Wenzhou	dog	18	狗	1	89	dog	1776	狗
449	Taibei	dog	18	kau53狗	1	89	dog	1776	狗
450	Wuhan	dog	18	狗子	1b	86	dog	1776	狗子
451	Wuhan	dog	18	来*富*	2	88	dog	1776	来*富*
452	Taiyuan	dog	18	狗[儿]	1	89	dog	1776	狗
453	Taiyuan	dog	18	狗[儿]	1a	87	dog	1776	狗[儿]
454	Yuci	dog	18	狗[儿]	1	89	dog	1776	狗
455	Yuci	dog	18	狗[儿]	1a	87	dog	1776	狗[儿]
456	Changsha	dog	18	狗	1	89	dog	1776	狗
457	Shuangfeng	dog	18	狗	1	89	dog	1776	狗
#
458	Guangzhou	drink	19	饮	0	98	drink (V)	1834	饮
459	Suzhou	drink	19	吃	1	97	drink (V)	1834	吃
460	Meixian	drink	19	食	5	93	drink (V)	1834	食
461	Nanchang	drink	19	吃	1	97	drink (V)	1834	吃
462	Fuzhou	drink	19	啜	7	91	drink (V)	1834	啜
463	Ningxia	drink	19	喝	3	95	drink (V)	1834	喝
464	Lianchang	drink	19	食	5	93	drink (V)	1834	食
465	Ningbo	drink	19	喝	3	95	drink (V)	1834	喝
466	Yingshan	drink	19	喝	3	95	drink (V)	1834	喝
467	Chengdu	drink	19	喝	3	95	drink (V)	1834	喝
468	Zhanping	drink	19	啉	6	92	drink (V)	1834	啉
469	Zhanping	drink	19	啜tshuui5	7	91	drink (V)	1834	啜
470	Zhanping	drink	19	食	5	93	drink (V)	1834	食
471	Shanghai	drink	19	吃	1	97	drink (V)	1834	吃
472	Shanghai_B	drink	19	吃	1	97	drink (V)	1834	吃
473	Xiamen	drink	19	啉	6	92	drink (V)	1834	啉
474	Xiamen	drink	19	啜[“啉”，和液体相搭配，如啉茶；啜，一般是连吃带喝，如啜糜]	7	91	drink (V)	1834	啜
475	Anyi	drink	19	喫	1	97	drink (V)	1834	吃
476	Beijing	drink	19	喝	3	95	drink (V)	1834	喝
477	Wenzhou	drink	19	呷	4	94	drink (V)	1834	呷
478	Wenzhou	drink	19	吃	1	97	drink (V)	1834	吃
479	Taibei	drink	19	lim44?	5	93	drink (V)	1834	食
480	Wuhan	drink	19	喝	3	95	drink (V)	1834	喝
481	Wuhan	drink	19	呵	2	96	drink (V)	1834	呵
482	Taiyuan	drink	19	喝	3	95	drink (V)	1834	喝
483	Yuci	drink	19	喝	3	95	drink (V)	1834	喝
484	Changsha	drink	19	吃	1	97	drink (V)	1834	吃
485	Shuangfeng	drink	19	吃	1	97	drink (V)	1834	吃
486	Shuangfeng	drink	19	呵	2	96	drink (V)	1834	呵
#
487	Guangzhou	dry	20	干	1	101	dry	1857	干
488	Suzhou	dry	20	干	1	101	dry	1857	干
489	Suzhou	dry	20	燥	0	104	dry	1857	燥
490	Meixian	dry	20	火曹	2	100	dry	1857	火曹
491	Nanchang	dry	20	干	1	101	dry	1857	干
492	Fuzhou	dry	20	干	1	101	dry	1857	干
