# Wordlist
@json: {"seeds": ["Nanchang,Yuci,Shanghai", "Fuzhou,Yingshan,Beijing"]}

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO	SEEDID	LOAN
900	Yingshan	green	36	绿	0	182	green	2766	绿	182	0
901	Chengdu	green	36	绿	0	182	green	2766	绿	182	0
902	Zhanping	green	36	青	1	181	green	2766	青	181	0
903	Shanghai	green	36	绿	0	182	green	2766	绿	182	0
904	Shanghai_B	green	36	绿	0	182	green	2766	绿	182	0
905	Xiamen	green	36	青	1	181	green	2766	青	181	0
906	Anyi	green	36	绿	0	182	green	2766	绿	182	0
907	Beijing	green	36	绿	0	182	green	2766	绿	182	0
908	Wenzhou	green	36	绿	0	182	green	2766	绿	182	0
909	Taibei	green	36	tshiN44	1	181	green	2766	青	181	0
910	Wuhan	green	36	绿	0	182	green	2766	绿	182	0
911	Taiyuan	green	36	绿	0	182	green	2766	绿	182	0
912	Yuci	green	36	绿	0	182	green	2766	绿	182	0
913	Changsha	green	36	绿	0	182	green	2766	绿	182	0
914	Shuangfeng	green	36	绿	0	182	green	2766	绿	182	0
#
3429	Guangzhou	guts	131	肠	0	874	gut	7063	肠	874	0
3430	Suzhou	guts	131	肚肠	a0	872	gut	7063	肚肠	872	0
3431	Meixian	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3432	Nanchang	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3433	Fuzhou	guts	131	肠	0	874	gut	7063	肠	874	0
3434	Ningxia	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3435	Lianchang	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3436	Ningbo	guts	131	肚肠	c0	873	gut	7063	肚肠	873	0
3437	Yingshan	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3438	Chengdu	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3439	Zhanping	guts	131	肠（仔）	0	874	gut	7063	肠	874	0
3440	Zhanping	guts	131	肠（仔）	0a	870	gut	7063	肠子	870	0
3441	Shanghai	guts	131	肚肠	c0	873	gut	7063	肚肠	873	0
3442	Shanghai_B	guts	131	肚肠	c0	873	gut	7063	肚肠	873	0
3443	Xiamen	guts	131	肠 a51	0	874	gut	7063	肠	874	0
3444	Anyi	guts	131	肠哩	0b	871	gut	7063	肠哩	871	0
3445	Beijing	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3446	Wenzhou	guts	131	肠	0	874	gut	7063	肠	874	0
3447	Taibei	guts	131	tng13腸	0	874	gut	7063	肠	874	0
3448	Wuhan	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3449	Taiyuan	guts	131	肠	0	874	gut	7063	肠	874	0
3450	Yuci	guts	131	肚肚肠肠	c0	873	gut	7063	肚肠	873	0
3451	Changsha	guts	131	肠子	0a	870	gut	7063	肠子	870	0
3452	Shuangfeng	guts	131	肠子	0a	870	gut	7063	肠子	870	0
#
915	Guangzhou	hair	37	头发	a0	186	hair	2838	头发	186	0
916	Suzhou	hair	37	头发	a0	186	hair	2838	头发	186	0
917	Meixian	hair	37	头颅毛[注]	ab1	183	hair	2838	头颅毛[注]	183	0
918	Nanchang	hair	37	头发	a0	186	hair	2838	头发	186	0
919	Fuzhou	hair	37	头发	a0	186	hair	2838	头发	186	0
920	Ningxia	hair	37	头发	a0	186	hair	2838	头发	186	0
921	Lianchang	hair	37	头发毛	{a01}	184	hair	2838	头发毛	184	0
922	Ningbo	hair	37	头发	a0	186	hair	2838	头发	186	0
923	Yingshan	hair	37	头发	a0	186	hair	2838	头发	186	0
924	Chengdu	hair	37	头发	a0	186	hair	2838	头发	186	0
925	Zhanping	hair	37	头毛	a1	185	hair	2838	头毛	185	0
926	Shanghai	hair	37	头发	a0	186	hair	2838	头发	186	0
927	Shanghai_B	hair	37	头发	a0	186	hair	2838	头发	186	0
928	Xiamen	hair	37	头毛	a1	185	hair	2838	头毛	185	0
929	Anyi	hair	37	头发	a0	186	hair	2838	头发	186	0
930	Beijing	hair	37	头发	a0	186	hair	2838	头发	186	0
931	Wenzhou	hair	37	头发	a0	186	hair	2838	头发	186	0
932	Taibei	hair	37	tau13 bng13頭毛	a1	185	hair	2838	头毛	185	0
933	Wuhan	hair	37	头发	a0	186	hair	2838	头发	186	0
934	Taiyuan	hair	37	头发	a0	186	hair	2838	头发	186	0
935	Yuci	hair	37	头发	a0	186	hair	2838	头发	186	0
936	Changsha	hair	37	头发	a0	186	hair	2838	头发	186	0
937	Shuangfeng	hair	37	头发	a0	186	hair	2838	头发	186	0
#
938	Guangzhou	hand	38	手	0	189	hand	2855	手	189	0
939	Suzhou	hand	38	手	0	189	hand	2855	手	189	0
940	Meixian	hand	38	手	0	189	hand	2855	手	189	0
941	Nanchang	hand	38	手	0	189	hand	2855	手	189	0
942	Fuzhou	hand	38	手	0	189	hand	2855	手	189	0
943	Ningxia	hand	38	手	0	189	hand	2855	手	189	0
944	Lianchang	hand	38	手骨	0b	188	hand	2855	手骨	188	0
945	Ningbo	hand	38	手	0	189	hand	2855	手	189	0
946	Yingshan	hand	38	手	0	189	hand	2855	手	189	0
947	Chengdu	hand	38	手	0	189	hand	2855	手	189	0
948	Zhanping	hand	38	手	0	189	hand	2855	手	189	0
949	Shanghai	hand	38	手	0	189	hand	2855	手	189	0
950	Shanghai_B	hand	38	手	0	189	hand	2855	手	189	0
951	Xiamen	hand	38	手	0	189	hand	2855	手	189	0
952	Anyi	hand	38	手	0	189	hand	2855	手	189	0
953	Beijing	hand	38	手	0	189	hand	2855	手	189	0
954	Wenzhou	hand	38	手[手]	0	189	hand	2855	手	189	0
955	Wenzhou	hand	38	手[手]	0a	187	hand	2855	手[手]	187	0
956	Taibei	hand	38	tshiu53手	0	189	hand	2855	手	189	0
957	Wuhan	hand	38	手	0	189	hand	2855	手	189	0
958	Taiyuan	hand	38	手	0	189	hand	2855	手	189	0
959	Yuci	hand	38	手	0	189	hand	2855	手	189	0
960	Changsha	hand	38	手	0	189	hand	2855	手	189	0
961	Shuangfeng	hand	38	手	0	189	hand	2855	手	189	0
#
3453	Guangzhou	he	132	佢	5	880	he	2926	佢	880	0
3454	Suzhou	he	132	俚[倷]	8	877	he	2926	俚[倷]	877	0
3455	Suzhou	he	132	唔倷	9	876	he	2926	唔倷	876	0
3456	Meixian	he	132	佢	5	880	he	2926	佢	880	0
3457	Nanchang	he	132	佢	5	880	he	2926	佢	880	0
3458	Fuzhou	he	132	伊	3	882	he	2926	伊	882	0
3459	Ningxia	he	132	他	2	883	he	2926	他	883	0
3460	Lianchang	he	132	佢	5	880	he	2926	佢	880	0
3461	Ningbo	he	132	其	7	878	he	2926	其	878	0
3462	Yingshan	he	132	他	2	883	he	2926	他	883	0
3463	Chengdu	he	132	他	2	883	he	2926	他	883	0
3464	Zhanping	he	132	伊	3	882	he	2926	伊	882	0
3465	Shanghai	he	132	伊	3	882	he	2926	伊	882	0
3466	Shanghai_B	he	132	伊	3	882	he	2926	伊	882	0
3467	Xiamen	he	132	伊	3	882	he	2926	伊	882	0
3468	Anyi	he	132	渠	6	879	he	2926	渠	879	0
3469	Anyi	he	132	渠哩	6b	875	he	2926	渠哩	875	0
3470	Beijing	he	132	他	2	883	he	2926	他	883	0
3471	Beijing	he	132	怹（尊称）	4	881	he	2926	佢	881	0
3472	Wenzhou	he	132	佢	4	881	he	2926	佢	881	0
3473	Taibei	he	132	i33伊	3	882	he	2926	伊	882	0
3474	Wuhan	he	132	他	2	883	he	2926	他	883	0
3475	Wuhan	he	132	他家*	2a	884	he	2926	他家*	884	0
3476	Taiyuan	he	132	他	2	883	he	2926	他	883	0
3477	Yuci	he	132	他	2	883	he	2926	他	883	0
3478	Changsha	he	132	他	2	883	he	2926	他	883	0
3479	Shuangfeng	he	132	他	2	883	he	2926	他	883	0
#
962	Guangzhou	head	39	头[壳]	2	194	head	2928	头	194	0
963	Guangzhou	head	39	头[壳]	2a	198	head	2928	头壳	198	0
964	Suzhou	head	39	头	2	194	head	2928	头	194	0
965	Suzhou	head	39	颏郎*头	ab2	193	head	2928	颏郎*头	193	0
966	Meixian	head	39	头颅[注]	{23}	197	head	2928	头颅[注]	197	0
967	Nanchang	head	39	头	2	194	head	2928	头	194	0
968	Fuzhou	head	39	头	2	194	head	2928	头	194	0
969	Ningxia	head	39	头	2	194	head	2928	头	194	0
970	Lianchang	head	39	头颅壳[严：2000]	{23}a	195	head	2928	头颅壳[严：2000]	195	0
971	Ningbo	head	39	头	2	194	head	2928	头	194	0
972	Yingshan	head	39	脑壳	1a	191	head	2928	子]	191	0
973	Chengdu	head	39	脑壳	1a	191	head	2928	子]	191	0
974	Zhanping	head	39	头壳	2a	198	head	2928	头壳	198	0
975	Shanghai	head	39	头	2	194	head	2928	头	190	1
976	Shanghai_B	head	39	头	2	194	head	2928	头	194	0
977	Xiamen	head	39	头壳	2a	198	head	2928	头壳	198	0
978	Anyi	head	39	头	2	194	head	2928	头	194	0
979	Beijing	head	39	脑袋[瓜儿	1b	190	head	2928	脑袋[瓜儿	190	0
980	Beijing	head	39	子]	1a	191	head	2928	子]	191	0
981	Wenzhou	head	39	头	2	194	head	2928	头	194	0
982	Taibei	head	39	thau13頭	2	194	head	2928	头	194	0
983	Wuhan	head	39	头	2	194	head	2928	头	194	0
984	Wuhan	head	39	脑壳	1a	191	head	2928	子]	191	0
985	Taiyuan	head	39	头	2	194	head	2928	头	194	0
986	Taiyuan	head	39	[]老*	4	192	head	2928	[]老*	192	0
987	Yuci	head	39	de脑	{21}	196	head	2928	de脑	196	0
988	Changsha	head	39	脑壳	1a	191	head	2928	子]	191	0
989	Shuangfeng	head	39	脑壳	1a	191	head	2928	子]	191	0
#
990	Guangzhou	hear	40	听	1	199	hear (V)	2939	听	199	0
991	Suzhou	hear	40	听	1	199	hear (V)	2939	听	199	0
992	Meixian	hear	40	听	1	199	hear (V)	2939	听	199	0
993	Nanchang	hear	40	听	1	199	hear (V)	2939	听	199	0
994	Fuzhou	hear	40	听	1	199	hear (V)	2939	听	199	0
995	Ningxia	hear	40	听	1	199	hear (V)	2939	听	199	0
996	Lianchang	hear	40	听	1	199	hear (V)	2939	听	199	0
997	Ningbo	hear	40	听	1	199	hear (V)	2939	听	199	0
998	Yingshan	hear	40	听	1	199	hear (V)	2939	听	199	0
999	Chengdu	hear	40	听	1	199	hear (V)	2939	听	199	0
1000	Zhanping	hear	40	听	1	199	hear (V)	2939	听	199	0
1001	Shanghai	hear	40	听	1	199	hear (V)	2939	听	199	0
1002	Shanghai_B	hear	40	听	1	199	hear (V)	2939	听	199	0
1003	Xiamen	hear	40	听	1	199	hear (V)	2939	听	199	0
1004	Anyi	hear	40	听	1	199	hear (V)	2939	听	199	0
1005	Beijing	hear	40	听	1	199	hear (V)	2939	听	199	0
1006	Wenzhou	hear	40	听	1	199	hear (V)	2939	听	199	0
1007	Taibei	hear	40	thiaN44聽	1	199	hear (V)	2939	听	199	0
1008	Wuhan	hear	40	听	1	199	hear (V)	2939	听	199	0
1009	Taiyuan	hear	40	听	1	199	hear (V)	2939	听	199	0
1010	Yuci	hear	40	听	1	199	hear (V)	2939	听	199	0
1011	Changsha	hear	40	听	1	199	hear (V)	2939	听	199	0
1012	Shuangfeng	hear	40	听	1	199	hear (V)	2939	听	199	0
#
1013	Guangzhou	heart	41	心	0	202	heart	2940	心	202	0
1014	Suzhou	heart	41	心	0	202	heart	2940	心	202	0
1015	Meixian	heart	41	心	0	202	heart	2940	心	202	0
1016	Nanchang	heart	41	心	0	202	heart	2940	心	202	0
1017	Fuzhou	heart	41	心肝	0b	201	heart	2940	心肝	201	0
1018	Ningxia	heart	41	心	0	202	heart	2940	心	202	0
1019	Lianchang	heart	41	心	0	202	heart	2940	心	202	0
1020	Ningbo	heart	41	心	0	202	heart	2940	心	202	0
1021	Yingshan	heart	41	心	0	202	heart	2940	心	202	0
1022	Chengdu	heart	41	心	0	202	heart	2940	心	202	0
1023	Zhanping	heart	41	心	0	202	heart	2940	心	202	0
1024	Shanghai	heart	41	心脏	0a	200	heart	2940	心脏	200	0
1025	Shanghai_B	heart	41	心	0	202	heart	2940	心	202	0
1026	Xiamen	heart	41	心	0	202	heart	2940	心	202	0
1027	Anyi	heart	41	心	0	202	heart	2940	心	202	0
1028	Beijing	heart	41	心	0	202	heart	2940	心	202	0
1029	Wenzhou	heart	41	心	0	202	heart	2940	心	202	0
1030	Taibei	heart	41	sim44心	0	202	heart	2940	心	202	0
1031	Wuhan	heart	41	心	0	202	heart	2940	心	202	0
1032	Taiyuan	heart	41	心	0	202	heart	2940	心	202	0
1033	Yuci	heart	41	心	0	202	heart	2940	心	202	0
1034	Changsha	heart	41	心	0	202	heart	2940	心	202	0
1035	Shuangfeng	heart	41	心	0	202	heart	2940	心	202	0
#
5258	Guangzhou	heavy	197	重	0	1501	heavy	2951	重	1501	0
5259	Suzhou	heavy	197	重	0	1501	heavy	2951	重	1501	0
5260	Meixian	heavy	197	重	0	1501	heavy	2951	重	1501	0
5261	Nanchang	heavy	197	重	0	1501	heavy	2951	重	1501	0
5262	Fuzhou	heavy	197	重	0	1501	heavy	2951	重	1501	0
5263	Ningxia	heavy	197	重	0	1501	heavy	2951	重	1501	0
5264	Lianchang	heavy	197	重	0	1501	heavy	2951	重	1501	0
5265	Ningbo	heavy	197	重	0	1501	heavy	2951	重	1501	0
5266	Yingshan	heavy	197	重	0	1501	heavy	2951	重	1501	0
5267	Chengdu	heavy	197	重	0	1501	heavy	2951	重	1501	0
5268	Zhanping	heavy	197	重	0	1501	heavy	2951	重	1501	0
5269	Shanghai	heavy	197	重	0	1501	heavy	2951	重	1501	0
5270	Shanghai_B	heavy	197	重	0	1501	heavy	2951	重	1501	0
5271	Xiamen	heavy	197	重	0	1501	heavy	2951	重	1501	0
5272	Anyi	heavy	197	重	0	1501	heavy	2951	重	1501	0
5273	Beijing	heavy	197	沉	1	1500	heavy	2951	沉	1500	0
5274	Wenzhou	heavy	197	重	0	1501	heavy	2951	重	1501	0
5275	Taibei	heavy	197	tang33重	0	1501	heavy	2951	重	1501	0
5276	Wuhan	heavy	197	重	0	1501	heavy	2951	重	1501	0
5277	Wuhan	heavy	197	沉	1	1500	heavy	2951	沉	1500	0
5278	Taiyuan	heavy	197	重	0	1501	heavy	2951	重	1501	0
5279	Taiyuan	heavy	197	沉	1	1500	heavy	2951	沉	1500	0
5280	Yuci	heavy	197	重	0	1501	heavy	2951	重	1501	0
5281	Yuci	heavy	197	沉	1	1500	heavy	2951	沉	1500	0
5282	Changsha	heavy	197	重	0	1501	heavy	2951	重	1501	0
5283	Shuangfeng	heavy	197	重	0	1501	heavy	2951	重	1501	0
#
3480	Guangzhou	here	133	尔度*	19q	907	here	7070	尔度*	907	0
3481	Guangzhou	here	133	尔处（壮语借词？）	20r?	891	here	7070	尔处（壮语借词？）	891	0
3482	Suzhou	here	133	该*搭	17p	905	here	7070	该*搭	905	0
3483	Suzhou	here	133	搿*搭	18p	888	here	7070	搿*搭	888	0
3484	Meixian	here	133	[][]ke+31子	16o	885	here	7070	[][]ke+31子	885	0
3485	Nanchang	here	133	[]里ko+214	15a	889	here	7070	[]里ko+214	889	0
3486	Fuzhou	here	133	只*块	13c	904	here	7070	只*块	904	0
3487	Fuzhou	here	133	[][]tsuai31no#31	14	911	here	7070	[][]tsuai31no#31	911	0
3488	Ningxia	here	133	这里	1a	894	here	7070	这里	894	0
3489	Lianchang	here	133	这角	1n	896	here	7070	这角	896	0
3490	Lianchang	here	133	这滴	1m	897	here	7070	这滴	897	0
3491	Ningbo	here	133	ke?5ti	11	913	here	7070	ke?5ti	913	0
3492	Yingshan	here	133	nie31场*儿	12	912	here	7070	nie31场*儿	912	0
3493	Chengdu	here	133	这里	1a	894	here	7070	这里	894	0
3494	Zhanping	here	133	许落	10j	890	here	7070	许落	890	0
3495	Shanghai	here	133	ke?da?	9	899	here	7070	ke?da?	899	0
3496	Shanghai_B	here	133	ke?da?	9	899	here	7070	ke?da?	899	0
3497	Xiamen	here	133	[]tsia24	8	900	here	7070	[]tsia24	900	0
3498	Xiamen	here	133	[]tsit42位	7i	895	here	7070	[]tsit42位	895	0
3499	Xiamen	here	133	[]tsit块	6c	908	here	7070	[]tsit块	908	0
3500	Anyi	here	133	[]ko+4里	5a	914	here	7070	[]ko+4里	914	0
3501	Anyi	here	133	[]ko+t8嘚	5g	898	here	7070	[]ko+t8嘚	898	0
3502	Beijing	here	133	这儿[合*儿]	1e(fe)	906	here	7070	这儿[合*儿]	906	0
3503	Beijing	here	133	这儿[合*儿]	1efe	887	here	7070	这儿[合*儿]	887	0
3504	Beijing	here	133	这合*儿	1fe	886	here	7070	这合*儿	886	0
3505	Wenzhou	here	133	[居]里	(4)a	903	here	7070	[居]里	903	0
3506	Wenzhou	here	133	[居]里	4a	910	here	7070	[居]里	910	0
3507	Taibei	here	133	tsia44者?	3	901	here	7070	tsia44者?	901	0
3508	Wuhan	here	133	这里	1a	894	here	7070	这里	894	0
3509	Wuhan	here	133	这块[些*]	1c	893	here	7070	这块[些*]	893	0
3510	Wuhan	here	133	这块[些*]	1ce	909	here	7070	这块[些*]	909	0
3511	Taiyuan	here	133	这里	1a	894	here	7070	这里	894	0
3512	Yuci	here	133	这里	1a	894	here	7070	这里	894	0
3513	Yuci	here	133	这儿	1d	892	here	7070	这儿	892	0
3514	Changsha	here	133	咯里	2a	915	here	7070	咯里	915	0
3515	Changsha	here	133	咯块子	2bc	902	here	7070	咯块子	902	0
3516	Shuangfeng	here	133	咯里	2a	915	here	7070	咯里	915	0
#
3517	Guangzhou	hit	134	打	1	919	hit (V)	3006	打	919	0
3518	Guangzhou	hit	134	手-耷[捶打]	4	916	hit (V)	3006	手-耷[捶打]	916	0
3519	Suzhou	hit	134	打	1	919	hit (V)	3006	打	919	0
3520	Meixian	hit	134	打	1	919	hit (V)	3006	打	919	0
3521	Nanchang	hit	134	打	1	919	hit (V)	3006	打	919	0
3522	Fuzhou	hit	134	拍	2	918	hit (V)	3006	拍	918	0
3523	Ningxia	hit	134	打	1	919	hit (V)	3006	打	919	0
3524	Lianchang	hit	134	“扌百”[mu?8]	3	917	hit (V)	3006	“扌百”[mu?8]	917	0
3525	Ningbo	hit	134	打(铁）	1	919	hit (V)	3006	打	919	0
3526	Yingshan	hit	134	打	1	919	hit (V)	3006	打	919	0
3527	Chengdu	hit	134	打(铁）	1	919	hit (V)	3006	打	919	0
3528	Zhanping	hit	134	拍	2	918	hit (V)	3006	拍	918	0
3529	Shanghai	hit	134	打	1	919	hit (V)	3006	打	919	0
3530	Shanghai_B	hit	134	打	1	919	hit (V)	3006	打	919	0
3531	Xiamen	hit	134	拍	2	918	hit (V)	3006	拍	918	0
3532	Anyi	hit	134	打(铁）	1	919	hit (V)	3006	打	919	0
3533	Beijing	hit	134	打	1	919	hit (V)	3006	打	919	0
3534	Wenzhou	hit	134	打	1	919	hit (V)	3006	打	919	0
3535	Taibei	hit	134	phah32拍 tih32	2	918	hit (V)	3006	拍	918	0
3536	Wuhan	hit	134	打	1	919	hit (V)	3006	打	919	0
3537	Taiyuan	hit	134	打	1	919	hit (V)	3006	打	919	0
3538	Yuci	hit	134	打	1	919	hit (V)	3006	打	919	0
3539	Changsha	hit	134	打	1	919	hit (V)	3006	打	919	0
3540	Shuangfeng	hit	134	打	1	919	hit (V)	3006	打	919	0
#
3541	Guangzhou	hold-take	135	攞	15	930	hold (V)	3018	攞	930	0
3542	Guangzhou	hold-take	135	拎	14	931	hold (V)	3018	拎	931	0
3543	Guangzhou	hold-take	135	搦	13	932	hold (V)	3018	搦	932	0
3544	Suzhou	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3545	Meixian	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3546	Nanchang	hold-take	135	拿（lak5）	1	928	hold (V)	3018	拿	928	0
3547	Fuzhou	hold-take	135	拈	12	933	hold (V)	3018	拈	933	0
3548	Fuzhou	hold-take	135	掏	11	934	hold (V)	3018	掏	934	0
3549	Ningxia	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3550	Lianchang	hold-take	135	捏	10	935	hold (V)	3018	捏	935	0
3551	Ningbo	hold-take	135	dau35	16	929	hold (V)	3018	dau35	929	0
3552	Yingshan	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3553	Chengdu	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3554	Zhanping	hold-take	135	摕	9	920	hold (V)	3018	摕	920	0
3555	Shanghai	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3556	Shanghai_B	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3557	Xiamen	hold-take	135	挓	8	921	hold (V)	3018	挓	921	0
3558	Anyi	hold-take	135	搦	7	922	hold (V)	3018	搦	922	0
3559	Beijing	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3560	Wenzhou	hold-take	135	朵	6	923	hold (V)	3018	朵	923	0
3561	Wenzhou	hold-take	135	手-且	5	924	hold (V)	3018	手-且	924	0
3562	Taibei	hold-take	135	theh33	4	925	hold (V)	3018	theh33	925	0
3563	Wuhan	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3564	Taiyuan	hold-take	135	荷	2	927	hold (V)	3018	荷	927	0
3565	Taiyuan	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3566	Yuci	hold-take	135	荷	2	927	hold (V)	3018	荷	927	0
3567	Yuci	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3568	Changsha	hold-take	135	拿	1	928	hold (V)	3018	拿	928	0
3569	Shuangfeng	hold-take	135	[]le55	3	926	hold (V)	3018	[]le55	926	0
#
1036	Guangzhou	horn	42	角	0	205	horn	3055	角	205	0
1037	Suzhou	horn	42	角	0	205	horn	3055	角	205	0
1038	Meixian	horn	42	角	0	205	horn	3055	角	205	0
1039	Nanchang	horn	42	角	0	205	horn	3055	角	205	0
1040	Fuzhou	horn	42	[角]角	0	205	horn	3055	角	205	0
1041	Fuzhou	horn	42	[角]角	a0	203	horn	3055	[角]角	203	0
1042	Ningxia	horn	42	角	0	205	horn	3055	角	205	0
1043	Lianchang	horn	42	角	0	205	horn	3055	角	205	0
1044	Ningbo	horn	42	角	0	205	horn	3055	角	205	0
1045	Yingshan	horn	42	角	0	205	horn	3055	角	205	0
1046	Chengdu	horn	42	角	0	205	horn	3055	角	205	0
1047	Zhanping	horn	42	角	0	205	horn	3055	角	205	0
1048	Shanghai	horn	42	角	0	205	horn	3055	角	204	1
1049	Shanghai_B	horn	42	角	0	205	horn	3055	角	205	0
1050	Xiamen	horn	42	角	0	205	horn	3055	角	205	0
1051	Anyi	horn	42	角	0	205	horn	3055	角	205	0
1052	Beijing	horn	42	犄角	b0	204	horn	3055	犄角	204	0
1053	Wenzhou	horn	42	角	0	205	horn	3055	角	205	0
1054	Taibei	horn	42	kak32角	0	205	horn	3055	角	205	0
1055	Wuhan	horn	42	角	0	205	horn	3055	角	205	0
1056	Taiyuan	horn	42	角	0	205	horn	3055	角	205	0
1057	Yuci	horn	42	角	0	205	horn	3055	角	205	0
1058	Changsha	horn	42	角	0	205	horn	3055	角	205	0
1059	Shuangfeng	horn	42	角	0	205	horn	3055	角	205	0
#
1060	Guangzhou	hot	43	热	0	208	warm	6774	热	208	0
1061	Suzhou	hot	43	热	0	208	warm	6774	热	208	0
1062	Meixian	hot	43	烧	1	207	warm	6774	烧	207	0
1063	Nanchang	hot	43	热	0	208	warm	6774	热	208	0
1064	Fuzhou	hot	43	热（天气）	0	208	warm	6774	热	208	0
1065	Ningxia	hot	43	热	0	208	warm	6774	热	208	0
1066	Lianchang	hot	43	[]hai35[指天气]	3	206	warm	6774	[]hai35[指天气]	206	0
1067	Ningbo	hot	43	热	0	208	warm	6774	热	208	0
1068	Yingshan	hot	43	热	0	208	warm	6774	热	208	0
1069	Chengdu	hot	43	热	0	208	warm	6774	热	208	0
1070	Zhanping	hot	43	热	0	208	warm	6774	热	208	0
1071	Zhanping	hot	43	烧（暖）	1	207	warm	6774	烧	207	0
1072	Shanghai	hot	43	热	0	208	warm	6774	热	208	0
1073	Shanghai_B	hot	43	热	0	208	warm	6774	热	208	0
1074	Xiamen	hot	43	热	0	208	warm	6774	热	208	0
1075	Xiamen	hot	43	烧	1	207	warm	6774	烧	207	0
1076	Anyi	hot	43	热	0	208	warm	6774	热	208	0
1077	Beijing	hot	43	热	0	208	warm	6774	热	208	0
1078	Wenzhou	hot	43	热	0	208	warm	6774	热	208	0
1079	Taibei	hot	43	dzuah33熱	0	208	warm	6774	热	208	0
1080	Wuhan	hot	43	热	0	208	warm	6774	热	208	0
1081	Taiyuan	hot	43	热	0	208	warm	6774	热	208	0
1082	Yuci	hot	43	热	0	208	warm	6774	热	208	0
1083	Changsha	hot	43	热	0	208	warm	6774	热	208	0
1084	Shuangfeng	hot	43	热	0	208	warm	6774	热	208	0
#
3570	Guangzhou	how	136	点*	12	955	how	3080	点*	955	0
3571	Suzhou	how	136	捺*亨*	11	956	how	3080	捺*亨*	956	0
3572	Meixian	how	136	酿*般	10	957	how	3080	酿*般	957	0
3573	Nanchang	how	136	啷[样]	9	943	how	3080	啷[样]	943	0
3574	Fuzhou	how	136	怎怎	3a	939	how	3080	怎怎	939	0
3575	Fuzhou	how	136	怎其*	3b	941	how	3080	怎其*	941	0
3576	Ningxia	how	136	咋	4	948	how	3080	咋	948	0
3577	Lianchang	how	136	狭*得*	8	944	how	3080	狭*得*	944	0
3578	Ningbo	how	136	咋	4	948	how	3080	咋	948	0
3579	Yingshan	how	136	怎嘠*儿	3c	940	how	3080	怎嘠*儿	940	0
3580	Chengdu	how	136	咋个	4k	952	how	3080	咋个	952	0
3581	Zhanping	how	136	安怎（款*）	a3（d）	942	how	3080	安怎（款*）	942	0
3582	Shanghai	how	136	那恁	2	949	how	3080	那恁	949	0
3583	Shanghai_B	how	136	那恁	2	949	how	3080	那恁	949	0
3584	Xiamen	how	136	怎样	3e	936	how	3080	怎样	936	0
3585	Xiamen	how	136	咹盏*	4	948	how	3080	咋	948	0
3586	Anyi	how	136	怎样办	3f	938	how	3080	怎样办	938	0
3587	Beijing	how	136	怎么	3g	937	how	3080	怎么	937	0
3588	Wenzhou	how	136	訾*那[能*]	7	945	how	3080	訾*那[能*]	945	0
3589	Taibei	how	136	an44 tsuaN53??	13	954	how	3080	an44 tsuaN53??	954	0
3590	Wuhan	how	136	么[样]	5	947	how	3080	么[样]	947	0
3591	Wuhan	how	136	哪样	6	946	how	3080	哪样	946	0
3592	Taiyuan	how	136	咋[底]	4	948	how	3080	咋	948	0
3593	Taiyuan	how	136	咋[底]	4h	951	how	3080	咋[底]	951	0
3594	Yuci	how	136	咋[底]	4	948	how	3080	咋	948	0
3595	Yuci	how	136	咋[底]	4h	951	how	3080	咋[底]	951	0
3596	Changsha	how	136	何什	0i	953	how	3080	何什	953	0
3597	Shuangfeng	how	136	么家	1	950	how	3080	么家	950	0
#
3598	Guangzhou	hunt	137	打猎	1	962	hunt (V)	3109	打猎	962	0
3599	Suzhou	hunt	137	打猎	1	962	hunt (V)	3109	打猎	962	0
3600	Meixian	hunt	137	打猎	1	962	hunt (V)	3109	打猎	962	0
3601	Nanchang	hunt	137	打猎	1	962	hunt (V)	3109	打猎	962	0
3602	Fuzhou	hunt	137	打猎	1	962	hunt (V)	3109	打猎	962	0
3603	Ningxia	hunt	137	猎、打猎	5	958	hunt (V)	3109	打山	958	0
3604	Lianchang	hunt	137	猎山	5a	963	hunt (V)	3109	猎山	963	0
3605	Ningbo	hunt	137	打猎	1	962	hunt (V)	3109	打猎	962	0
3606	Yingshan	hunt	137	打（某某）	2	961	hunt (V)	3109	打（某某）	961	0
