# Wordlist
@json: {"seeds": ["Nanchang,Yuci,Shanghai", "Fuzhou,Yingshan,Beijing"]}

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO	SEEDID	LOAN
4544	Shuangfeng	snake	170	溜子	2	1238	snake	5667	溜子	1238	0
#
4545	Guangzhou	snow	171	雪	0	1243	snow	5686	雪	1243	0
4546	Suzhou	snow	171	雪	0	1243	snow	5686	雪	1243	0
4547	Meixian	snow	171	雪	0	1243	snow	5686	雪	1243	0
4548	Nanchang	snow	171	雪	0	1243	snow	5686	雪	1243	0
4549	Fuzhou	snow	171	雪	0	1243	snow	5686	雪	1243	0
4550	Ningxia	snow	171	雪	0	1243	snow	5686	雪	1243	0
4551	Lianchang	snow	171	雪	0	1243	snow	5686	雪	1243	0
4552	Ningbo	snow	171	雪	0	1243	snow	5686	雪	1243	0
4553	Yingshan	snow	171	雪	0	1243	snow	5686	雪	1243	0
4554	Chengdu	snow	171	雪	0	1243	snow	5686	雪	1243	0
4555	Zhanping	snow	171	雪	0	1243	snow	5686	雪	1243	0
4556	Shanghai	snow	171	雪	0	1243	snow	5686	雪	1243	0
4557	Shanghai_B	snow	171	雪	0	1243	snow	5686	雪	1243	0
4558	Xiamen	snow	171	雪	0	1243	snow	5686	雪	1243	0
4559	Anyi	snow	171	雪	0	1243	snow	5686	雪	1243	0
4560	Beijing	snow	171	雪	0	1243	snow	5686	雪	1243	0
4561	Wenzhou	snow	171	雪	0	1243	snow	5686	雪	1243	0
4562	Taibei	snow	171	seh31雪	0	1243	snow	5686	雪	1243	0
4563	Wuhan	snow	171	雪	0	1243	snow	5686	雪	1243	0
4564	Taiyuan	snow	171	雪	0	1243	snow	5686	雪	1243	0
4565	Yuci	snow	171	雪	0	1243	snow	5686	雪	1243	0
4566	Changsha	snow	171	雪	0	1243	snow	5686	雪	1243	0
4567	Shuangfeng	snow	171	雪	0	1243	snow	5686	雪	1243	0
#
4568	Guangzhou	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4569	Guangzhou	spit	172	舌-累[指用舌头从嘴里顶着吐出来]	3	1245	spit (V)	5794	舌-累[指用舌头从嘴里顶着吐出来]	1245	0
4570	Suzhou	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4571	Meixian	spit	172	[口非]	2	1246	spit (V)	5794	啡	1246	0
4572	Nanchang	spit	172	吐	0	1247	spit (V)	5794	吐	1246	1
4573	Fuzhou	spit	172	啡  （俗字）	2	1246	spit (V)	5794	啡	1246	0
4574	Ningxia	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4575	Lianchang	spit	172	[]lie51	4	1244	spit (V)	5794	[]lie51	1244	0
4576	Ningbo	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4577	Yingshan	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4578	Chengdu	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4579	Zhanping	spit	172	啡：读phui6	2	1246	spit (V)	5794	啡	1246	0
4580	Shanghai	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4581	Shanghai_B	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4582	Xiamen	spit	172	啡	2	1246	spit (V)	5794	啡	1246	0
4583	Anyi	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4584	Beijing	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4585	Wenzhou	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4586	Taibei	spit	172	phui31?	2	1246	spit (V)	5794	啡	1246	0
4587	Wuhan	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4588	Taiyuan	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4589	Yuci	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4590	Changsha	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
4591	Shuangfeng	spit	172	吐	0	1247	spit (V)	5794	吐	1247	0
#
4592	Guangzhou	split	173	搣	12	1259	split (V)	5804	搣	1259	0
4593	Guangzhou	split	173	擘	3	1255	split (V)	5804	掰	1255	0
4594	Suzhou	split	173	[]he=n44	11	1260	split (V)	5804	[]he=n44	1260	0
4595	Suzhou	split	173	扯	0	1258	split (V)	5804	扯	1258	0
4596	Meixian	split	173	掰	3	1255	split (V)	5804	掰	1255	0
4597	Nanchang	split	173	[tsE42]	10	1261	split (V)	5804	[tsE42]	1261	0
4598	Nanchang	split	173	扯[tE42]	1	1257	split (V)	5804	扯	1257	0
4599	Fuzhou	split	173	扯	1	1257	split (V)	5804	扯	1257	0
4600	Fuzhou	split	173	擘	3	1255	split (V)	5804	掰	1255	0
4601	Ningxia	split	173	扯开	1b	1248	split (V)	5804	扯开	1248	0
4602	Lianchang	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4603	Ningbo	split	173	扯	1	1257	split (V)	5804	扯	1257	0
4604	Yingshan	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4605	Chengdu	split	173	撕裂	2a	1262	split (V)	5804	撕裂	1262	0
4606	Zhanping	split	173	thi3	9	1249	split (V)	5804	thi3	1249	0
4607	Zhanping	split	173	拆	8	1250	split (V)	5804	拆	1250	0
4608	Shanghai	split	173	*扯[tsha35]	1	1257	split (V)	5804	扯	1257	0
4609	Shanghai_B	split	173	*扯[tsha35]	1	1257	split (V)	5804	扯	1257	0
4610	Xiamen	split	173	手-丽	7	1251	split (V)	5804	手-丽	1251	0
4611	Anyi	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4612	Beijing	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4613	Beijing	split	173	扯	1	1257	split (V)	5804	扯	1257	0
4614	Wenzhou	split	173	擢[do8]	6	1252	split (V)	5804	擢[do8]	1252	0
4615	Taibei	split	173	liah32	4	1254	split (V)	5804	liah32	1254	0
4616	Taibei	split	173	lih32裂	5a	1253	split (V)	5804	lih32裂	1253	0
4617	Wuhan	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4618	Wuhan	split	173	扯	1	1257	split (V)	5804	扯	1257	0
4619	Taiyuan	split	173	扯	1	1257	split (V)	5804	扯	1257	0
4620	Taiyuan	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4621	Yuci	split	173	扯	1	1257	split (V)	5804	扯	1257	0
4622	Yuci	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4623	Changsha	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4624	Changsha	split	173	扯	1	1257	split (V)	5804	扯	1257	0
4625	Shuangfeng	split	173	撕	2	1256	split (V)	5804	撕	1256	0
4626	Shuangfeng	split	173	扯	1	1257	split (V)	5804	扯	1257	0
#
4627	Guangzhou	squeeze	174	矺	1	1269	squeeze (V)	5850	矺	1269	0
4628	Suzhou	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4629	Meixian	squeeze	174	[]tsak11	3	1267	squeeze (V)	5850	[]tsak5	1267	0
4630	Nanchang	squeeze	174	[]tsak5	3	1267	squeeze (V)	5850	[]tsak5	1270	1
4631	Fuzhou	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4632	Ningxia	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4633	Lianchang	squeeze	174	[]kha51	4	1266	squeeze (V)	5850	[]kha51	1266	0
4634	Ningbo	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4635	Yingshan	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4636	Chengdu	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4637	Zhanping	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4638	Shanghai	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4639	Shanghai_B	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4640	Xiamen	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4641	Xiamen	squeeze	174	te?32	5	1265	squeeze (V)	5850	te?32	1265	0
4642	Anyi	squeeze	174	矺	1	1269	squeeze (V)	5850	矺	1269	0
4643	Beijing	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4644	Wenzhou	squeeze	174	榨	2	1268	squeeze (V)	5850	榨	1268	0
4645	Wenzhou	squeeze	174	土-区	6	1264	squeeze (V)	5850	土-区	1264	0
4646	Wenzhou	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4647	Taibei	squeeze	174	teh32[乍字加竹字頭]	7	1263	squeeze (V)	5850	teh32[乍字加竹字頭]	1263	0
4648	Wuhan	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4649	Taiyuan	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4650	Yuci	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4651	Changsha	squeeze	174	压	0	1270	squeeze (V)	5850	压	1270	0
4652	Shuangfeng	squeeze	174	榨	2	1268	squeeze (V)	5850	榨	1268	0
#
4653	Guangzhou	stab	175	吉-刂	16	1281	stab (V)	5854	吉-刂	1281	0
4654	Suzhou	stab	175	zo	15	1282	stab (V)	5854	zo	1282	0
4655	Meixian	stab	175	戳	1	1279	stab (V)	5854	戳	1279	0
4656	Nanchang	stab	175	[]tso42	14	1283	stab (V)	5854	[]tso42	1283	0
4657	Fuzhou	stab	175	戟	13	1284	stab (V)	5854	戟	1284	0
4658	Ningxia	stab	175	攮、捅	12	1285	stab (V)	5854	攮、捅	1285	0
4659	Lianchang	stab	175	[]tshiau35	10	1286	stab (V)	5854	[]tshiau35	1286	0
4660	Ningbo	stab	175	戳	1	1279	stab (V)	5854	戳	1279	0
4661	Yingshan	stab	175	拄	9	1271	stab (V)	5854	拄	1271	0
4662	Chengdu	stab	175	co31	8	1272	stab (V)	5854	co31	1272	0
4663	Zhanping	stab	175	kun5	7	1273	stab (V)	5854	kun5	1273	0
4664	Zhanping	stab	175	tshiam3	6	1274	stab (V)	5854	tshiam3	1274	0
4665	Shanghai	stab	175	戳	1	1279	stab (V)	5854	戳	1279	0
4666	Shanghai_B	stab	175	戳	1	1279	stab (V)	5854	戳	1279	0
4667	Xiamen	stab	175	刺	0	1280	stab (V)	5854	刺	1280	0
4668	Anyi	stab	175	劖	5	1275	stab (V)	5854	劖	1275	0
4669	Anyi	stab	175	tu?7B	4	1276	stab (V)	5854	tu?7B	1276	0
4670	Beijing	stab	175	刺儿	0a	1287	stab (V)	5854	刺儿	1287	0
4671	Wenzhou	stab	175	戳	1	1279	stab (V)	5854	戳	1279	0
4672	Taibei	stab	175	tu33?	3	1277	stab (V)	5854	tu33?	1277	0
4673	Wuhan	stab	175	刺	0	1280	stab (V)	5854	刺	1280	0
4674	Wuhan	stab	175	扎	2	1278	stab (V)	5854	扎	1278	0
4675	Taiyuan	stab	175	刺（儿）	0	1280	stab (V)	5854	刺	1280	0
4676	Taiyuan	stab	175	刺（儿）	0a	1287	stab (V)	5854	刺儿	1287	0
4677	Yuci	stab	175	刺（儿）	0	1280	stab (V)	5854	刺	1280	0
4678	Yuci	stab	175	刺（儿）	0a	1287	stab (V)	5854	刺儿	1287	0
4679	Changsha	stab	175	刺	0	1280	stab (V)	5854	刺	1280	0
4680	Shuangfeng	stab	175	刺	0	1280	stab (V)	5854	刺	1280	0
#
2022	Guangzhou	stand	80	徛	1	443	stand (V)	5881	企	443	0
2023	Suzhou	stand	80	立	0	444	stand (V)	5881	立	444	0
2024	Meixian	stand	80	徛	1	443	stand (V)	5881	企	443	0
2025	Nanchang	stand	80	徛	1	443	stand (V)	5881	企	443	0
2026	Nanchang	stand	80	站	2	442	stand (V)	5881	站	442	0
2027	Fuzhou	stand	80	徛	1	443	stand (V)	5881	企	443	0
2028	Ningxia	stand	80	站	2	442	stand (V)	5881	站	442	0
2029	Lianchang	stand	80	徛	1	443	stand (V)	5881	企	443	0
2030	Ningbo	stand	80	立	0	444	stand (V)	5881	立	444	0
2031	Yingshan	stand	80	站	2	442	stand (V)	5881	站	442	0
2032	Chengdu	stand	80	站	2	442	stand (V)	5881	站	442	0
2033	Zhanping	stand	80	徛	1	443	stand (V)	5881	企	443	0
2034	Shanghai	stand	80	立	0	444	stand (V)	5881	立	442	1
2035	Shanghai_B	stand	80	立	0	444	stand (V)	5881	立	444	0
2036	Xiamen	stand	80	徛	1	443	stand (V)	5881	企	443	0
2037	Anyi	stand	80	徛	1	443	stand (V)	5881	企	443	0
2038	Beijing	stand	80	站	2	442	stand (V)	5881	站	442	0
2039	Beijing	stand	80	戳	3	441	stand (V)	5881	戳	441	0
2040	Wenzhou	stand	80	徛	1	443	stand (V)	5881	企	443	0
2041	Taibei	stand	80	khia33[ㄔ奇]	1	443	stand (V)	5881	企	443	0
2042	Wuhan	stand	80	站	2	442	stand (V)	5881	站	442	0
2043	Taiyuan	stand	80	站	2	442	stand (V)	5881	站	442	0
2044	Yuci	stand	80	站	2	442	stand (V)	5881	站	442	0
2045	Changsha	stand	80	站	2	442	stand (V)	5881	站	442	0
2046	Changsha	stand	80	企	1	443	stand (V)	5881	企	443	0
2047	Shuangfeng	stand	80	徛	1	443	stand (V)	5881	企	443	0
#
2048	Guangzhou	star	81	星	0	446	star	5883	星	446	0
2049	Suzhou	star	81	星星	0b	448	star	5883	星星	448	0
2050	Meixian	star	81	星子	0a	447	star	5883	星子	447	0
2051	Nanchang	star	81	星	0	446	star	5883	星	446	0
2052	Fuzhou	star	81	星	0	446	star	5883	星	446	0
2053	Ningxia	star	81	星星、星	0b	448	star	5883	星星	448	0
2054	Lianchang	star	81	天星	d0	445	star	5883	天星	445	0
2055	Ningbo	star	81	星	0	446	star	5883	星	446	0
2056	Yingshan	star	81	星斗	0e	450	star	5883	星斗	450	0
2057	Chengdu	star	81	星	0	446	star	5883	星	446	0
2058	Zhanping	star	81	天星	d0	445	star	5883	天星	445	0
2059	Shanghai	star	81	星星	0b	448	star	5883	星星	448	0
2060	Shanghai_B	star	81	星星	0b	448	star	5883	星星	448	0
2061	Xiamen	star	81	星	0	446	star	5883	星	446	0
2062	Anyi	star	81	星	0	446	star	5883	星	446	0
2063	Beijing	star	81	星星	0b	448	star	5883	星星	448	0
2064	Wenzhou	star	81	星	0	446	star	5883	星	446	0
2065	Taibei	star	81	tshiN44星	0	446	star	5883	星	446	0
2066	Wuhan	star	81	星[星]	0	446	star	5883	星	446	0
2067	Wuhan	star	81	星[星]	0b	448	star	5883	星星	448	0
2068	Taiyuan	star	81	星宿	0c	449	star	5883	星宿	449	0
2069	Taiyuan	star	81	星星	0b	448	star	5883	星星	448	0
2070	Yuci	star	81	星宿	0c	449	star	5883	星宿	449	0
2071	Changsha	star	81	星子	0a	447	star	5883	星子	447	0
2072	Shuangfeng	star	81	星子	0a	447	star	5883	星子	447	0
#
4681	Guangzhou	stick	176	棍	1	1293	stick	5928	棍	1293	0
4682	Suzhou	stick	176	棒梗头	2fe	1294	stick	5928	棒梗头	1294	0
4683	Meixian	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
4684	Nanchang	stick	176	棍	1	1293	stick	5928	棍	1293	0
4685	Fuzhou	stick	176	棍棍	1c	1289	stick	5928	棍棍	1289	0
4686	Ningxia	stick	176	棒	2	1292	stick	5928	棒	1292	0
4687	Lianchang	stick	176	棍	1	1293	stick	5928	棍	1293	0
4688	Ningbo	stick	176	棒头	2e	1295	stick	5928	棒头	1295	0
4689	Yingshan	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
4690	Chengdu	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
4691	Zhanping	stick	176	kun3	1	1293	stick	5928	棍	1293	0
4692	Shanghai	stick	176	棒头	2e	1295	stick	5928	棒头	1295	0
4693	Shanghai_B	stick	176	棒头	2e	1295	stick	5928	棒头	1295	0
4694	Xiamen	stick	176	棍	1	1293	stick	5928	棍	1293	0
4695	Anyi	stick	176	棍哩	1d	1288	stick	5928	棍哩	1288	0
4696	Beijing	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
4697	Beijing	stick	176	棍儿	1b	1290	stick	5928	棍儿	1290	0
4698	Wenzhou	stick	176	棒	2	1292	stick	5928	棒	1292	0
4699	Taibei	stick	176	tshe13 a53箠囝	1	1293	stick	5928	棍	1293	0
4700	Wuhan	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
4701	Taiyuan	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
4702	Yuci	stick	176	棍棍	1c	1289	stick	5928	棍棍	1289	0
4703	Changsha	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
4704	Shuangfeng	stick	176	棍子	1a	1291	stick	5928	棍子	1291	0
#
2073	Guangzhou	stone	82	石头	0a	452	stone	5956	石头	452	0
2074	Suzhou	stone	82	石头	0a	452	stone	5956	石头	452	0
2075	Meixian	stone	82	石头	0a	452	stone	5956	石头	452	0
2076	Nanchang	stone	82	石头	0a	452	stone	5956	石头	452	0
2077	Fuzhou	stone	82	石	0	455	stone	5956	石	455	0
2078	Fuzhou	stone	82	石头	0a	452	stone	5956	石头	452	0
2079	Ningxia	stone	82	石头	0a	452	stone	5956	石头	452	0
2080	Lianchang	stone	82	石头	0a	452	stone	5956	石头	452	0
2081	Ningbo	stone	82	石头	0a	452	stone	5956	石头	452	0
2082	Yingshan	stone	82	石头	0a	452	stone	5956	石头	452	0
2083	Chengdu	stone	82	石头	0a	452	stone	5956	石头	452	0
2084	Zhanping	stone	82	石头	0a	452	stone	5956	石头	452	0
2085	Zhanping	stone	82	石牯	0e	454	stone	5956	石牯	454	0
2086	Shanghai	stone	82	石头	0a	452	stone	5956	石头	452	0
2087	Shanghai_B	stone	82	石头	0a	452	stone	5956	石头	452	0
2088	Xiamen	stone	82	石头	0a	452	stone	5956	石头	452	0
2089	Xiamen	stone	82	石	0	455	stone	5956	石	455	0
2090	Anyi	stone	82	石头[牯哩]	0a	452	stone	5956	石头	452	0
2091	Anyi	stone	82	石头[牯哩]	0ac	453	stone	5956	石头[牯哩]	453	0
2092	Beijing	stone	82	石头	0a	452	stone	5956	石头	452	0
2093	Wenzhou	stone	82	石头	0a	452	stone	5956	石头	452	0
2094	Taibei	stone	82	tsioh33 thau13石頭	0a	452	stone	5956	石头	452	0
2095	Wuhan	stone	82	石头	0a	452	stone	5956	石头	452	0
2096	Taiyuan	stone	82	石头	0a	452	stone	5956	石头	452	0
2097	Yuci	stone	82	石头蛋	0ab	451	stone	5956	石头蛋	451	0
2098	Changsha	stone	82	石头	0a	452	stone	5956	石头	452	0
2099	Shuangfeng	stone	82	石头	0a	452	stone	5956	石头	452	0
#
4705	Guangzhou	straight	177	直	0	1296	straight	5982	直	1296	0
4706	Suzhou	straight	177	直	0	1296	straight	5982	直	1296	0
4707	Meixian	straight	177	直	0	1296	straight	5982	直	1296	0
4708	Nanchang	straight	177	直	0	1296	straight	5982	直	1296	0
4709	Fuzhou	straight	177	直	0	1296	straight	5982	直	1296	0
4710	Ningxia	straight	177	直	0	1296	straight	5982	直	1296	0
4711	Lianchang	straight	177	直	0	1296	straight	5982	直	1296	0
4712	Ningbo	straight	177	直	0	1296	straight	5982	直	1296	0
4713	Yingshan	straight	177	直	0	1296	straight	5982	直	1296	0
4714	Chengdu	straight	177	直	0	1296	straight	5982	直	1296	0
4715	Zhanping	straight	177	直	0	1296	straight	5982	直	1296	0
4716	Shanghai	straight	177	直	0	1296	straight	5982	直	1296	0
4717	Shanghai_B	straight	177	直	0	1296	straight	5982	直	1296	0
4718	Xiamen	straight	177	直	0	1296	straight	5982	直	1296	0
4719	Anyi	straight	177	直	0	1296	straight	5982	直	1296	0
4720	Beijing	straight	177	直	0	1296	straight	5982	直	1296	0
4721	Wenzhou	straight	177	直	0	1296	straight	5982	直	1296	0
4722	Taibei	straight	177	tit33直	0	1296	straight	5982	直	1296	0
4723	Wuhan	straight	177	直	0	1296	straight	5982	直	1296	0
4724	Taiyuan	straight	177	直	0	1296	straight	5982	直	1296	0
4725	Yuci	straight	177	直	0	1296	straight	5982	直	1296	0
4726	Changsha	straight	177	直	0	1296	straight	5982	直	1296	0
4727	Shuangfeng	straight	177	直	0	1296	straight	5982	直	1296	0
#
4728	Guangzhou	suck	178	吮	1	1305	suck (V)	6074	吮	1305	0
4729	Suzhou	suck	178	呼	12	1307	suck (V)	6074	呼	1307	0
4730	Suzhou	suck	178	吸	0	1306	suck (V)	6074	吸	1306	0
4731	Meixian	suck	178	吮	1	1305	suck (V)	6074	吮	1305	0
4732	Nanchang	suck	178	吸(tþit5)、[tþyt5]	0	1306	suck (V)	6074	吸	1305	1
4733	Fuzhou	suck	178	吮	1	1305	suck (V)	6074	吮	1305	0
4734	Ningxia	suck	178	吸	0	1306	suck (V)	6074	吸	1306	0
4735	Lianchang	suck	178	[]tsiu35	2	1304	suck (V)	6074	嘬	1304	0
4736	Ningbo	suck	178	口最	2	1304	suck (V)	6074	嘬	1304	0
4737	Yingshan	suck	178	嗍	10	1308	suck (V)	6074	嗍	1308	0
4738	Chengdu	suck	178	吸	0	1306	suck (V)	6074	吸	1306	0
4739	Zhanping	suck	178	tsun6	9	1297	suck (V)	6074	tsun6	1297	0
4740	Zhanping	suck	178	嗍：读suu5	3	1303	suck (V)	6074	嗍	1303	0
4741	Shanghai	suck	178	*嘬[tsuo?]	2	1304	suck (V)	6074	嘬	1304	0
4742	Shanghai_B	suck	178	*嘬[tsuo?]	2	1304	suck (V)	6074	嘬	1304	0
4743	Xiamen	suck	178	嗍	3	1303	suck (V)	6074	嗍	1303	0
4744	Anyi	suck	178	卒欠	8	1298	suck (V)	6074	卒欠	1298	0
4745	Beijing	suck	178	嘬	2	1304	suck (V)	6074	嘬	1304	0
4746	Wenzhou	suck	178	吮	1	1305	suck (V)	6074	吮	1305	0
4747	Wenzhou	suck	178	卒-欠[tþy7]	7	1299	suck (V)	6074	卒-欠[tþy7]	1299	0
4748	Taibei	suck	178	suh32嗽	6	1300	suck (V)	6074	suh32嗽	1300	0
4749	Wuhan	suck	178	吃	5	1301	suck (V)	6074	吃	1301	0
4750	Wuhan	suck	178	吸	0	1306	suck (V)	6074	吸	1306	0
4751	Taiyuan	suck	178	吸	0	1306	suck (V)	6074	吸	1306	0
4752	Yuci	suck	178	吸	0	1306	suck (V)	6074	吸	1306	0
4753	Changsha	suck	178	吮	1	1305	suck (V)	6074	吮	1305	0
4754	Shuangfeng	suck	178	津*	4	1302	suck (V)	6074	津*	1302	0
#
2100	Guangzhou	sun	83	热头	0a	461	sun	6101	热头	461	0
2101	Guangzhou	sun	83	日头	2a	464	sun	6101	热头	464	0
2102	Suzhou	sun	83	太阳	1	459	sun	6101	太阳	459	0
2103	Meixian	sun	83	日头	0a	461	sun	6101	热头	461	0
2104	Meixian	sun	83	热头	2a	464	sun	6101	热头	464	0
2105	Nanchang	sun	83	日头	0a	461	sun	6101	热头	461	0
2106	Fuzhou	sun	83	日头	0a	461	sun	6101	热头	461	0
2107	Ningxia	sun	83	太阳、日头	0a	461	sun	6101	热头	461	0
2108	Lianchang	sun	83	日头	0a	461	sun	6101	热头	461	0
2109	Ningbo	sun	83	太阳	c1	463	sun	6101	太阳	463	0
2110	Yingshan	sun	83	日头	0a	461	sun	6101	热头	461	0
2111	Chengdu	sun	83	太阳	c1	463	sun	6101	太阳	463	0
2112	Zhanping	sun	83	日（头）	0	462	sun	6101	日	462	0
2113	Zhanping	sun	83	日（头）	0a	461	sun	6101	热头	461	0
2114	Shanghai	sun	83	太阳	c1	463	sun	6101	太阳	463	0
2115	Shanghai_B	sun	83	太阳	c1	463	sun	6101	太阳	463	0
2116	Xiamen	sun	83	日	0	462	sun	6101	日	462	0
2117	Xiamen	sun	83	日头	0a	461	sun	6101	热头	461	0
2118	Anyi	sun	83	日头	0a	461	sun	6101	热头	461	0
2119	Beijing	sun	83	太阳	c1	463	sun	6101	太阳	463	0
2120	Wenzhou	sun	83	太阳	c1	463	sun	6101	太阳	463	0
2121	Wenzhou	sun	83	太阳佛	c1f	460	sun	6101	太阳佛	460	0
2122	Wenzhou	sun	83	热头	3a	457	sun	6101	热头	457	0
2123	Taibei	sun	83	dzit33 thau13日頭	0a	461	sun	6101	热头	461	0
2124	Wuhan	sun	83	太阳	0a	461	sun	6101	热头	461	0
2125	Wuhan	sun	83	日头	c1	463	sun	6101	太阳	463	0
2126	Taiyuan	sun	83	阳婆[爷]	1d	456	sun	6101	阳婆	456	0
2127	Taiyuan	sun	83	阳婆[爷]	1de	458	sun	6101	阳婆[爷]	458	0
2128	Taiyuan	sun	83	太阳	c1	463	sun	6101	太阳	463	0
2129	Yuci	sun	83	阳婆	1d	456	sun	6101	阳婆	456	0
2130	Changsha	sun	83	太阳	0a	461	sun	6101	热头	461	0
2131	Changsha	sun	83	日头	c1	463	sun	6101	太阳	463	0
2132	Shuangfeng	sun	83	日头	0a	461	sun	6101	热头	461	0
2133	Shuangfeng	sun	83	太阳	c1	463	sun	6101	太阳	463	0
#
4755	Guangzhou	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4756	Suzhou	swell	179	Úh£	1	1309	swell (V)	6155	Úh£	1309	0
4757	Meixian	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4758	Nanchang	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4759	Fuzhou	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4760	Ningxia	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4761	Lianchang	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4762	Ningbo	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4763	Yingshan	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4764	Chengdu	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4765	Zhanping	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4766	Shanghai	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4767	Shanghai_B	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4768	Xiamen	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4769	Anyi	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4770	Beijing	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4771	Wenzhou	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4772	Taibei	swell	179	tsing53腫	0	1310	swell (V)	6155	肿	1310	0
4773	Wuhan	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4774	Taiyuan	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4775	Yuci	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4776	Changsha	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
4777	Shuangfeng	swell	179	肿	0	1310	swell (V)	6155	肿	1310	0
#
2134	Guangzhou	swim	84	游水	3	470	swim (V)	6160	游水	470	0
2135	Suzhou	swim	84	游水	3	470	swim (V)	6160	游水	470	0
2136	Meixian	swim	84	泅水，洗身[]	6	468	swim (V)	6160	泅水	468	0
2137	Nanchang	swim	84	玩水	12	476	swim (V)	6160	玩水	476	0
2138	Nanchang	swim	84	洗澡	13	475	swim (V)	6160	洗澡	475	0
2139	Fuzhou	swim	84	泅水	6	468	swim (V)	6160	泅水	468	0
2140	Fuzhou	swim	84	洗水	8	467	swim (V)	6160	洗水	467	0
2141	Ningxia	swim	84	耍水	9	466	swim (V)	6160	耍水	466	0
2142	Lianchang	swim	84	泅[如果是抽象的行为，叫“洗凉”[sai3tia2]，如果是指水里的动作，叫“泅”[siau2]]	4	469	swim (V)	6160	siu13泅	469	0
2143	Ningbo	swim	84	游泳	2	471	swim (V)	6160	游泳	471	0
2144	Yingshan	swim	84	抹汗	14	474	swim (V)	6160	抹汗	474	0
2145	Chengdu	swim	84	游泳	2	471	swim (V)	6160	游泳	471	0
